time,trade_price,trade_volume,ask,bid 
101548900,22500,2000,5358457,6551984
101552010,22500,1000,5358457,6556023
101557170,22400,100,6562138,2917408
101600350,22500,200,5358457,6565871
101603210,22400,1800,6569524,2917408
101606940,22500,1000,5358457,6574108
101610770,22500,500,5358457,6578880
101613070,22500,300,5358457,6581482
101627380,22500,2300,5358457,6598248
101630960,22500,1100,5358457,6602480
101633210,22500,400,5358457,6604951
101637020,22500,200,5358457,6609598
101655310,22400,2400,6631420,2917408
101655410,22400,1200,6631620,2917408
101655430,22500,100,5358457,6631652
101656080,22400,2100,6632595,2917408
101657660,22400,4600,6634329,2917408
101658020,22500,2900,5358457,6634756
101700380,22500,1400,5358457,6637414
101700990,22500,1000,5358457,6638192
101701030,22500,200,5358457,6638240
101711160,22400,2600,6649529,2917408
101717330,22500,11200,5358457,6656634
101717330,22500,100,5372855,6656634
101717330,22500,500,5411118,6656634
101717330,22500,2100,5442876,6656634
101717330,22500,4500,5447183,6656634
101717330,22500,2000,5466622,6656634
101717330,22500,8000,5502075,6656634
101717330,22500,400,5558027,6656634
101717330,22500,500,5563917,6656634
101717330,22500,100,5587763,6656634
101717330,22500,20600,5737342,6656634
101722610,22400,1300,6662761,2917408
101722650,22400,200,6662828,2917408
101733780,22400,2600,6675402,2917408
101744710,22400,5100,6687222,2917408
101744760,22400,2600,6687256,2917408
101750050,22400,1300,6693237,2917408
101752610,22400,100,6696198,2917408
101757790,22500,200,5737342,6701804
101800040,22400,1200,6704474,2917408
101802930,22400,1200,6707861,2917408
101809980,22400,8000,6716107,2917408
101810010,22400,8000,6716148,2917408
101810240,22400,6100,6716454,2917408
101812640,22400,3100,6719093,2917408
101812820,22400,1100,6719296,2917408
101817280,22400,1100,6724522,2917408
101818820,22400,7400,6726365,2917408
101821530,22400,5000,6729489,2917408
101821760,22400,8000,6729736,2917408
101825380,22400,8000,6734055,2917408
101826120,22400,2000,6734882,2917408
101828570,22500,9100,5737342,6737530
101828680,22500,1000,5737342,6737667
101833540,22500,1900,5737342,6742632
101845930,22400,200,6755987,2917408
101846070,22400,3700,6756155,2917408
101900610,22400,8800,6771153,2917408
101903730,22500,100,5737342,6774407
101909250,22400,8700,6779919,2917408
101922990,22500,300,5737342,6794168
101931420,22400,8150,6802882,2917408
101931420,22400,400,6802882,2917867
101931420,22400,5050,6802882,2944274
101932600,22400,2000,6803948,2944274
101935930,22500,10000,5737342,6807275
102000560,22500,3100,5737342,6835023
102000560,22500,6900,5752314,6835023
102006100,22500,200,5752314,6844259
102009890,22400,100,6850631,2944274
102022330,22400,650,6874898,2944274
102022330,22400,450,6874898,3052941
102035370,22400,9550,6896270,3052941
102035370,22400,27000,6896270,3062450
102035370,22400,5000,6896270,3076509
102035370,22400,4200,6896270,3082892
102035370,22400,200,6896270,3097808
102035370,22400,4000,6896270,3131311
102035370,22400,2600,6896270,3133991
102035370,22400,300,6896270,3153936
102035370,22400,7150,6896270,3158620
102051190,22400,850,6914619,3158620
102051190,22400,4900,6914619,3165576
102051190,22400,15500,6914619,3172210
102051190,22400,2200,6914619,3175761
102051190,22400,7100,6914619,3176325
102051190,22400,3200,6914619,3177251
102051190,22400,6800,6914619,3202214
102051190,22400,19450,6914619,3258323
102052000,22400,5000,6915431,3258323
102056600,22400,5550,6920946,3258323
102056600,22400,500,6920946,3272191
102056600,22400,800,6920946,3289273
102056600,22400,2650,6920946,3290095
102102100,22500,2700,5752314,6927168
102103370,22400,7350,6928546,3290095
102103370,22400,100,6928546,3304279
102103370,22400,800,6928546,3304380
102103370,22400,2000,6928546,3360464
102103370,22400,5000,6928546,3385749
102103370,22400,10000,6928546,3433662
102103370,22400,1900,6928546,3443918
102103370,22400,15850,6928546,3464548
102106920,22400,1150,6932764,3464548
102106920,22400,500,6932764,3466793
102106920,22400,7450,6932764,3499219
102115020,22400,9900,6941971,3499219
102210580,22400,1200,7004640,3499219
102218030,22500,300,5752314,7013440
102222660,22400,300,7019015,3499219
102225100,22500,700,5752314,7021761
102242690,22400,1000,7041774,3499219
102253040,22400,3050,7053404,3499219
102253040,22400,200,7053404,3511459
102253040,22400,1500,7053404,3511521
102253040,22400,5600,7053404,3515113
102253040,22400,300,7053404,3543802
102253040,22400,100,7053404,3552572
102253040,22400,100,7053404,3558562
102253040,22400,1000,7053404,3566824
102253040,22400,4000,7053404,3587676
102253040,22400,1250,7053404,3589051
102255930,22400,750,7056678,3589051
102255930,22400,800,7056678,3604244
102255930,22400,7150,7056678,3685543
102256690,22400,7650,7057436,3685543
102256690,22400,12350,7057436,3698583
102258590,22400,2150,7059542,3698583
102258590,22400,750,7059542,3711401
102304440,22400,9250,7066122,3711401
102304440,22400,700,7066122,3735807
102304440,22400,100,7066122,3738871
102304440,22400,2500,7066122,3790752
102304440,22400,1000,7066122,3791755
102304440,22400,6450,7066122,3794379
102317240,22500,2000,5752314,7081353
102345120,22400,2200,7111363,3794379
102358720,22400,8000,7126545,3794379
102359240,22500,9300,5752314,7127082
102359240,22500,5000,5789045,7127082
102359240,22500,18500,5855967,7127082
102359240,22500,4000,5866843,7127082
102359240,22500,10900,5893984,7127082
102359240,22500,2300,5908953,7127082
102401750,22500,1100,5908953,7130039
102402580,22400,3850,7131058,3794379
102402580,22400,5250,7131058,3806638
102423040,22500,1100,5908953,7153640
102430810,22400,2000,7162271,3806638
102442850,22400,1600,7177165,3806638
102447090,22400,1950,7182035,3806638
102447090,22400,2200,7182035,3830682
102447090,22400,1000,7182035,3908444
102447090,22400,1200,7182035,3933098
102447090,22400,4150,7182035,3942636
102500510,22400,50,7197217,3942636
102500510,22400,100,7197217,3950777
102500510,22400,5550,7197217,3998283
102519190,22400,1300,7218933,3998283
102524480,22400,1300,7225041,3998283
102535740,22400,2600,7237172,3998283
102546460,22400,1300,7249406,3998283
102557590,22400,2600,7261895,3998283
102559250,22400,3500,7263797,3998283
102600400,22500,100,5908953,7265161
102608330,22400,1850,7274652,3998283
102608330,22400,750,7274652,4012675
102612460,22500,1600,5908953,7279313
102618320,22400,250,7286021,4012675
102618320,22400,1750,7286021,4013639
102619850,22400,2600,7287776,4013639
102621890,22400,5650,7289846,4013639
102621890,22400,7000,7289846,4015992
102621890,22400,500,7289846,4020926
102621890,22400,3000,7289846,4036170
102621890,22400,600,7289846,4065400
102621890,22400,8350,7289846,4132594
102630880,22400,2600,7300007,4132594
102640040,22400,1800,7310034,4132594
102642140,22400,250,7312073,4132594
102642140,22400,200,7312073,4167878
102642140,22400,100,7312073,4219316
102642140,22400,2050,7312073,4226360
102643400,22400,750,7313651,4226360
102643400,22400,500,7313651,4251606
102643400,22400,100,7313651,4290223
102643400,22400,950,7313651,4302548
102652400,22400,50,7324546,4302548
102652400,22400,1250,7324546,4314771
102654470,22400,250,7326834,4314771
102654470,22400,100,7326834,4324950
102654470,22400,750,7326834,4332759
102656160,22400,200,7328992,4332759
102657970,22400,1250,7330978,4332759
102657970,22400,4000,7330978,4339507
102657970,22400,4250,7330978,4344737
102657990,22400,1300,7331017,4344737
102722660,22400,300,7360027,4344737
102756100,22400,400,7399651,4344737
102756160,22400,1500,7399695,4344737
102758830,22400,200,7402840,4344737
102807780,22400,500,7415312,4344737
102808470,22400,1000,7416102,4344737
102818360,22400,100,7428657,4344737
102818920,22400,200,7429521,4344737
102822040,22400,2250,7433474,4344737
102822040,22400,2900,7433474,4355022
102822040,22400,5000,7433474,4358520
102822040,22400,3000,7433474,4359390
102822040,22400,4500,7433474,4359910
102822040,22400,100,7433474,4379168
102822040,22400,800,7433474,4463222
102822040,22400,1600,7433474,4487449
102822040,22400,900,7433474,4507037
102822040,22400,3000,7433474,4511935
102822040,22400,2200,7433474,4513492
102822040,22400,12000,7433474,4514512
102822040,22400,8750,7433474,4523765
102836140,22400,1250,7449266,4523765
102836140,22400,3750,7449266,4553540
102839030,22500,200,5908953,7452856
102840050,22400,3700,7454083,4553540
102846970,22400,1000,7462067,4553540
102900200,22400,1450,7476391,4553540
102900200,22400,1750,7476391,4612378
102912270,22400,1200,7489884,4612378
102922320,22400,100,7500421,4612378
102924880,22400,1950,7503112,4612378
102924880,22400,100,7503112,4617980
102924880,22400,100,7503112,4668249
102924880,22400,500,7503112,4795520
102924880,22400,5000,7503112,4842504
102924880,22400,100,7503112,4878736
102924880,22400,250,7503112,4886840
102928510,22400,1650,7506994,4886840
102928510,22400,2350,7506994,4891920
102948070,22400,100,7527068,4891920
103012670,22400,6550,7565732,4891920
103012670,22400,1300,7565732,4899499
103012670,22400,250,7565732,4899937
103020070,22400,1150,7579881,4899937
103020070,22400,1750,7579881,4927232
103032150,22400,2500,7598959,4927232
103037800,22500,100,5908953,7607010
103040710,22400,1750,7610723,4927232
103040710,22400,100,7610723,4951738
103040710,22400,1850,7610723,4967158
103041440,22500,2800,5908953,7611572
103053750,22400,4000,7627046,4967158
103107660,22400,300,7643516,4967158
103108800,22400,1900,7644682,4967158
103113050,22400,1400,7650323,4967158
103113440,22400,7500,7650987,4967158
103115650,22400,2800,7653336,4967158
103118640,22400,350,7656771,4967158
103118640,22400,250,7656771,4972227
103119370,22400,6200,7658006,4972227
103121880,22400,10000,7660902,4972227
103121980,22400,3000,7661056,4972227
103125800,22400,5000,7665746,4972227
103146050,22400,20000,7690773,4972227
103159580,22400,3300,7708600,4972227
103202220,22400,2250,7712048,4972227
103202220,22400,250,7712048,5001476
103223900,22400,1750,7758750,5001476
103223900,22400,2450,7758750,5011242
103231150,22400,1550,7776451,5011242
103231150,22400,2450,7776451,5015555
103247860,22500,1100,5908953,7804010
103249830,22400,5550,7807048,5015555
103249830,22400,20000,7807048,5018639
103249830,22400,7450,7807048,5027112
103250290,22400,12550,7807637,5027112
103250290,22400,200,7807637,5036187
103250290,22400,1400,7807637,5045717
103250290,22400,7850,7807637,5052868
103251610,22400,1300,7809512,5052868
103254190,22400,850,7813563,5052868
103254190,22400,100,7813563,5057320
103254190,22400,4450,7813563,5058344
103257690,22400,1000,7818637,5058344
103257800,22400,500,7818809,5058344
103258150,22400,3400,7819557,5058344
103303250,22400,500,7826813,5058344
103303350,22400,1100,7826976,5058344
103303370,22400,8000,7827015,5058344
103303970,22400,500,7827981,5058344
103306670,22400,150,7831616,5058344
103306670,22400,450,7831616,5059795
103309680,22400,2100,7835808,5059795
103315360,22400,1100,7843546,5059795
103318570,22400,650,7847538,5059795
103318570,22400,1650,7847538,5073454
103324960,22400,2900,7855663,5073454
103327570,22400,900,7858574,5073454
103333070,22400,10000,7865200,5073454
103334040,22500,1100,5908953,7866457
103340320,22500,8500,5908953,7873761
103340320,22500,4500,5924628,7873761
103340320,22500,500,5925939,7873761
103340320,22500,5000,5951940,7873761
103340320,22500,1500,5966704,7873761
103353470,22500,500,5966704,7888989
103356570,22400,2700,7892705,5073454
103412590,22500,7100,5966704,7910535
103418300,22400,200,7917214,5073454
103425350,22400,4400,7925388,5073454
103425470,22400,1000,7925507,5073454
103428430,22400,1000,7928709,5073454
103430910,22500,800,5966704,7931301
103431350,22400,5850,7931864,5073454
103431350,22400,950,7931864,5089323
103439210,22500,300,5966704,7940522
103451980,22400,3650,7953035,5089323
103451980,22400,2200,7953035,5093143
103451980,22400,100,7953035,5108217
103451980,22400,100,7953035,5155120
103451980,22400,1000,7953035,5167133
103451980,22400,3000,7953035,5171295
103451980,22400,100,7953035,5213119
103451980,22400,2000,7953035,5219681
103451980,22400,9100,7953035,5243473
103451980,22400,100,7953035,5247079
103451980,22400,1000,7953035,5274561
103451980,22400,10000,7953035,5286745
103451980,22400,8300,7953035,5300284
103451980,22400,100,7953035,5303262
103451980,22400,1000,7953035,5304037
103451980,22400,18250,7953035,5402696
103456500,22400,3500,7957542,5402696
103456720,22400,8600,7957710,5402696
103520420,22400,3100,7982317,5402696
103521880,22500,12600,5966704,7983840
103521880,22500,2000,6013100,7983840
103521880,22500,10000,6031468,7983840
103521880,22500,400,6039003,7983840
103521880,22500,10000,6054720,7983840
103521880,22500,10000,6073968,7983840
103521880,22500,400,6142683,7983840
103521880,22500,5300,6148694,7983840
103526910,22500,800,6148694,7989370
103529790,22500,16000,6148694,7992259
103529790,22500,4700,6158309,7992259
103529790,22500,10000,6167833,7992259
103529790,22500,12200,6195702,7992259
103531840,22400,8800,7994315,5402696
103536880,22500,300,6195702,7999090
103536880,22500,1000,6198508,7999090
103536880,22500,1000,6248824,7999090
103536880,22500,39000,6284250,7999090
103536880,22500,4100,6349952,7999090
103536880,22500,3400,6359980,7999090
103536880,22500,11100,6382100,7999090
103536880,22500,4000,6394253,7999090
103536880,22500,8000,6396082,7999090
103536880,22500,2500,6404171,7999090
103536880,22500,6600,6404684,7999090
103536880,22500,3000,6425850,7999090
103536880,22500,1000,6440860,7999090
103536880,22500,10000,6461796,7999090
103536880,22500,2000,6469047,7999090
103536880,22500,20000,6483934,7999090
103536880,22500,1000,6485704,7999090
103536880,22500,100,6536586,7999090
103536880,22500,5000,6544944,7999090
103536880,22500,35300,6618261,7999090
103536880,22500,100,6619175,7999090
103536880,22500,1500,6637240,7999090
103537710,22400,700,8000011,5402696
103541920,22500,800,6637240,8003904
103541920,22500,100,6660919,8003904
103541920,22500,100,6662214,8003904
103541920,22500,24000,6674299,8003904
103541920,22500,50000,6676633,8003904
103541920,22500,8700,6692049,8003904
103541920,22500,6300,6703055,8003904
103542760,22500,2400,6703055,8004647
103542920,22400,12300,8004854,5402696
103543150,22500,300,6703055,8005148
103544150,22500,200,6703055,8006088
103546560,22500,800,6703055,8008282
103546560,22500,1000,6707800,8008282
103546560,22500,2900,6726363,8008282
103546560,22500,4300,6730104,8008282
103547840,22500,4800,6730104,8009403
103549640,22400,3000,8011167,5402696
103550650,22500,7900,6730104,8012025
103550650,22500,1000,6809694,8012025
103550650,22500,16700,6850053,8012025
103559470,22400,400,8020409,5402696
103600020,22400,3900,8020814,5402696
103604150,22500,100,6850053,8025407
103610160,22500,500,6850053,8031000
103611270,22500,4500,6850053,8032151
103614250,22500,4500,6850053,8034930
103614270,22500,100,6850053,8034948
103617440,22500,22100,6850053,8038141
103619750,22500,1500,6850053,8040252
103619750,22500,8000,6854471,8040252
103619750,22500,10500,6854636,8040252
103624010,22500,2500,6854636,8044306
103624010,22500,700,6911850,8044306
103624010,22500,800,6978474,8044306
103625560,22400,700,8046140,5402696
103627580,22400,5100,8047867,5402696
103630410,22500,2200,6978474,8050797
103632550,22500,1900,6978474,8052960
103632550,22500,900,6997217,8052960
103632660,22400,300,8053048,5402696
103641260,22500,9500,6997217,8061793
103658590,22400,5400,8078439,5402696
103702810,22500,5400,6997217,8082815
103702810,22500,3000,7016950,8082815
103702810,22500,4600,7019738,8082815
103702810,22500,5500,7026107,8082815
103702810,22500,5400,7051237,8082815
103702810,22500,2000,7126796,8082815
103702810,22500,4000,7130645,8082815
103703970,22500,500,7130645,8083831
103703970,22500,100,7131829,8083831
103703970,22500,5000,7133143,8083831
103703970,22500,8300,7135913,8083831
103703970,22500,200,7136527,8083831
103703970,22500,100,7151242,8083831
103703970,22500,6000,7151708,8083831
103703970,22500,3000,7212717,8083831
103703970,22500,1000,7226573,8083831
103703970,22500,3000,7228943,8083831
103703970,22500,4800,7266648,8083831
103703970,22500,1300,7277625,8083831
103703970,22500,100300,7318164,8083831
103703970,22500,4000,7351242,8083831
103703970,22500,5000,7361100,8083831
103703970,22500,5000,7395538,8083831
103703970,22500,700,7478464,8083831
103703970,22500,1000,7482026,8083831
103703970,22500,500,7521071,8083831
103703970,22500,1000,7532423,8083831
103703970,22500,20000,7624251,8083831
103703970,22500,10000,7683574,8083831
103703970,22500,82200,7686331,8083831
103703970,22500,2000,7828500,8083831
103703970,22500,500,7930776,8083831
103703970,22500,1000,7954850,8083831
103703970,22500,1000,7970406,8083831
103703970,22500,500,7982444,8083831
103703970,22500,7000,7986430,8083831
103703970,22500,300,7996249,8083831
103703970,22500,100,8015092,8083831
103703970,22500,1700,8018239,8083831
103703970,22500,17500,8020689,8083831
103703970,22500,10000,8042426,8083831
103703970,22500,4400,8045971,8083831
103706670,22500,8800,8086240,8083831
103709630,22500,14200,8089021,8083831
103715760,22500,8600,8094971,8083831
103716740,22500,400,8096155,8086152
103716740,22500,200,8096155,8086170
103716740,22500,500,8096155,8086455
103716740,22500,8800,8096155,8088955
103716740,22500,200,8096155,8089895
103716740,22500,7800,8096155,8090840
103717330,22500,3700,8096704,8090840
103717330,22500,7600,8096704,8094275
103718620,22500,3300,8097670,8094275
103718620,22500,2400,8097670,8095033
103719250,22500,1000,8098340,8095033
103719250,22500,500,8098340,8096214
103719250,22500,1300,8098340,8096660
103720690,22500,2900,8099701,8096660
103720690,22500,7800,8099701,8098930
103721620,22500,9700,8100624,8098930
103726350,22500,2200,8105290,8098930
103726360,22500,300,8105333,8098930
103726360,22500,6000,8105333,8101938
103727160,22500,100,8106001,8101938
103732420,22500,11300,8111175,8101938
103732420,22500,3400,8111175,8102514
103735550,22500,1000,8113991,8102514
103737350,22500,200,8115701,8102514
103743150,22500,100,8120979,8102514
103746390,22600,1000,924728,8123998
103757830,22500,2000,8134001,8102514
103759160,22500,100,8135231,8102514
103807860,22500,40000,8142894,8102514
103811760,22500,23800,8146137,8102514
103815130,22500,100,8148996,8102514
103822200,22500,3200,8155524,8102514
103830830,22600,1800,924728,8163510
103831150,22500,100,8163972,8102514
103839040,22500,1000,8171844,8102514
103840500,22600,2500,924728,8173531
103847120,22500,100,8180144,8102514
103856910,22500,2500,8188914,8102514
103916950,22600,34700,924728,8207098
103916950,22600,10000,974073,8207098
103916950,22600,20000,1015193,8207098
103916950,22600,4000,1038967,8207098
103916950,22600,1000,1125263,8207098
103916950,22600,16100,1184852,8207098
103916950,22600,10000,1195982,8207098
103916950,22600,1000,1230988,8207098
103916950,22600,500,1232253,8207098
103916950,22600,900,1232491,8207098
103916950,22600,800,1236831,8207098
103916950,22600,500,1237600,8207098
103916950,22600,2300,1239175,8207098
103916950,22600,10000,1239256,8207098
103916950,22600,9400,1252568,8207098
103916950,22600,31000,1270376,8207098
103916950,22600,59800,1329307,8207098
103922080,22500,2000,8211601,8102514
103932990,22500,1100,8220921,8102514
103945890,22500,900,8232973,8102514
103951700,22500,2200,8238508,8102514
103953600,22500,40000,8240759,8102514
104000140,22500,900,8250212,8102514
104009130,22600,5000,1329307,8266262
104011160,22500,2200,8270359,8102514
104016480,22500,94800,8280507,8102514
104016480,22500,3200,8280507,8107177
104016480,22500,49200,8280507,8111644
104016480,22500,15000,8280507,8123520
104016480,22500,4500,8280507,8125615
104016480,22500,9400,8280507,8135597
104016480,22500,2200,8280507,8135836
104016480,22500,2200,8280507,8136892
104016480,22500,12100,8280507,8138236
104016480,22500,100,8280507,8141775
104016480,22500,1000,8280507,8144458
104016480,22500,100,8280507,8147610
104016480,22500,10000,8280507,8147918
104016480,22500,2500,8280507,8149562
104016480,22500,35100,8280507,8156417
104016480,22500,300,8280507,8157590
104016480,22500,200,8280507,8159217
104016480,22500,9600,8280507,8167566
104016480,22500,2000,8280507,8175606
104016480,22500,40000,8280507,8184106
104016480,22500,1000,8280507,8184742
104016480,22500,1400,8280507,8194366
104016480,22500,3500,8280507,8198585
104016480,22500,1400,8280507,8207129
104016480,22500,1900,8280507,8207621
104016480,22500,1300,8280507,8207737
104016480,22500,1300,8280507,8208522
104016480,22500,1900,8280507,8208558
104016480,22500,1100,8280507,8209168
104016480,22500,2000,8280507,8209469
104016480,22500,100,8280507,8209854
104016480,22500,3000,8280507,8216774
104016480,22500,5000,8280507,8217299
104016480,22500,9000,8280507,8218801
104016480,22500,3000,8280507,8226014
104016480,22500,2000,8280507,8228541
104016480,22500,400,8280507,8229072
104016480,22500,2000,8280507,8239748
104016480,22500,2000,8280507,8249996
104016480,22500,1000,8280507,8254053
104016480,22500,7700,8280507,8263929
104016480,22500,30000,8280507,8276602
104016480,22500,10000,8280507,8279436
104018870,22500,10000,8280507,8283869
104021660,22500,4500,8280507,8288296
104021660,22500,300,8281538,8288296
104021660,22500,1000,8282118,8288296
104021660,22500,3000,8286930,8288296
104023880,22500,1500,8288329,8292176
104030750,22500,5100,8301807,8292176
104031100,22500,5000,8302494,8292176
104041320,22500,5600,8314575,8292176
104042320,22500,2500,8315323,8292176
104042320,22500,3800,8315323,8294619
104042320,22500,4400,8315323,8296255
104042320,22500,19400,8315323,8303946
104042320,22500,1000,8315323,8308187
104042320,22500,1000,8315323,8315255
104042660,22400,300,8315696,5402696
104046680,22500,3000,8315323,8320467
104049850,22400,100,8323489,5402696
104051420,22400,100,8324952,5402696
104051630,22400,3400,8325201,5402696
104109330,22500,3000,8315323,8343158
104113420,22400,5400,8347282,5402696
104125590,22400,600,8358890,5402696
104131290,22400,8000,8363828,5402696
104144580,22400,5100,8376240,5402696
104150270,22500,10200,8315323,8382267
104157480,22500,10000,8315323,8388659
104215750,22400,5000,8405183,5402696
104238700,22400,3500,8424857,5402696
104246880,22400,4800,8431683,5402696
104253270,22400,30000,8436539,5402696
104255410,22500,140700,8315323,8438293
104258160,22500,200,8315323,8440299
104258490,22400,200,8440567,5402696
104310240,22500,19100,8315323,8449980
104311840,22500,14100,8315323,8451137
104313890,22500,5100,8315323,8452929
104315630,22500,162500,8315323,8454291
104315630,22500,400,8319383,8454291
104315630,22500,25100,8319962,8454291
104315630,22500,10000,8339179,8454291
104315630,22500,5000,8344387,8454291
104315630,22500,400,8347785,8454291
104315630,22500,2000,8347787,8454291
104315630,22500,4400,8348024,8454291
104315630,22500,1300,8348684,8454291
104315630,22500,2500,8348695,8454291
104315630,22500,1300,8348735,8454291
104315630,22500,200,8348805,8454291
104315630,22500,500,8349358,8454291
104315630,22500,400,8350753,8454291
104315630,22500,2500,8350891,8454291
104315630,22500,1000,8382163,8454291
104315630,22500,10000,8391565,8454291
104315630,22500,1600,8416818,8454291
104315630,22500,5600,8435982,8454291
104315630,22500,8900,8439870,8454291
104336160,22500,1700,8470343,8454312
104346210,22500,1600,8478303,8454312
104355170,22500,10500,8484930,8454312
104355780,22500,1600,8485539,8454312
104356220,22500,6000,8485865,8454312
104405330,22500,1600,8492957,8454312
104433430,22500,100,8518825,8456422
104433430,22500,100,8518825,8456609
104433430,22500,200,8518825,8457233
104433430,22500,9600,8518825,8461261
104512760,22600,100,1329307,8556723
104515780,22600,1300,1329307,8559568
104525190,22600,2200,1329307,8568272
104533590,22600,11600,1329307,8575508
104533590,22600,8400,1368598,8575508
104557570,22600,300,1368598,8596931
104615420,22600,11300,1368598,8613339
104615420,22600,8700,1462158,8613339
104618140,22600,400,1462158,8615843
104630710,22600,900,1462158,8627013
104630710,22600,1500,1509717,8627013
104632660,22500,300,8628587,8461261
104652220,22600,900,1509717,8644762
104657570,22600,700,1509717,8649397
104703170,22600,800,1509717,8654238
104713650,22600,800,1509717,8663758
104724800,22600,700,1509717,8673650
104735680,22600,100,1509717,8683020
104735860,22600,800,1509717,8683180
104737100,22600,5000,1509717,8684321
104746780,22600,900,1509717,8692317
104747800,22600,7800,1509717,8693030
104747800,22600,2200,1709133,8693030
104758160,22600,800,1709133,8701637
104803160,22600,1700,1709133,8706196
104808570,22600,500,1709133,8710817
104809720,22600,800,1709133,8711624
104813600,22600,9100,1709133,8715113
104819710,22600,1100,1709133,8720071
104820740,22600,700,1709133,8720860
104821580,22500,700,8721448,8461261
104831810,22600,900,1709133,8729514
104839100,22500,3300,8735218,8461261
104840820,22600,1100,1742030,8736761
104842900,22600,800,1742030,8738271
104845840,22500,1400,8740713,8461261
104853790,22600,700,1742030,8747207
104855460,22500,4700,8748730,8461261
104855460,22500,3200,8748730,8462359
104855460,22500,3000,8748730,8469369
104855460,22500,10800,8748730,8473898
104855460,22500,11600,8748730,8487533
104857030,22500,700,8749864,8487533
104901800,22600,10000,1742030,8753692
104904780,22600,800,1742030,8755986
104915640,22600,800,1742030,8764416
104915760,22600,1500,1742030,8764529
104926760,22600,800,1742030,8774148
104932070,22500,1100,8778982,8487533
104934070,22600,5300,1742030,8780882
104934070,22600,10000,1743213,8780882
104934070,22600,5600,1784285,8780882
104934070,22600,10000,1818761,8780882
104934070,22600,5000,1856228,8780882
104934070,22600,6800,1991382,8780882
104934070,22600,2000,1991451,8780882
104934070,22600,3300,2141650,8780882
104934180,22600,900,2141650,8781057
104937810,22600,800,2141650,8784454
104948870,22600,800,2141650,8793570
104957140,22500,100,8799618,8487533
105000010,22600,800,2141650,8803104
105010650,22600,800,2141650,8818519
105021940,22600,700,2141650,8834085
105022340,22600,1000,2141650,8835145
105033020,22600,900,2141650,8845456
105039730,22600,600,2418414,8851875
105039730,22600,3400,2425110,8851875
105043670,22600,900,2425110,8855404
105044320,22600,1000,2425110,8855930
105045980,22600,1000,2425110,8857670
105047950,22600,24500,2425110,8859536
105054910,22600,800,2425110,8865673
105057360,22600,600,2425110,8867667
105105520,22600,800,2425110,8874952
105111920,22500,100,8880335,8487533
105116860,22600,800,2425110,8884890
105119660,22600,600,2425110,8887508
105127730,22600,800,2425110,8894309
105138790,22600,800,2425110,8903796
105150080,22600,900,2425110,8912567
105200750,22600,800,2425110,8921099
105210460,22500,13500,8929244,8487533
105211850,22600,800,2425110,8930400
105212120,22500,1000,8930604,8487533
105222910,22600,700,2425110,8939683
105234160,22600,900,2425110,8948497
105237130,22500,300,8950890,8487533
105244810,22600,800,2425110,8957177
105255890,22600,700,2425110,8966331
105306910,22600,900,2425110,8974995
105312660,22500,300,8979433,8487533
105317770,22600,800,2425110,8983606
105328970,22600,800,2425110,8991714
105339910,22600,300,2425110,9000145
105339910,22600,500,2426069,9000145
105344790,22600,4400,2426069,9003598
105347320,22600,15300,2426069,9005420
105350720,22600,900,2426069,9007695
105402160,22600,800,2426069,9016091
105412780,22600,700,2426069,9024333
105423960,22600,900,2426069,9033300
105434900,22600,700,2426069,9041578
105435080,22500,6000,9041718,8487533
105445370,22500,2000,9049297,8487533
105445850,22600,900,2426069,9049656
105456760,22600,700,2426069,9058216
105456990,22500,100,9058363,8487533
105504180,22500,600,9064352,8487533
105506560,22600,4200,2426069,9066010
105508800,22600,900,2476568,9067673
105515420,22500,1100,9072854,8487533
105519120,22600,10000,2476568,9075967
105519560,22600,700,2476568,9076320
105530610,22600,900,2476568,9085056
105530750,22500,1000,9085227,8487533
105536310,22500,8500,9089703,8487533
105536310,22500,2200,9089703,8493803
105536310,22500,6100,9089703,8494432
105542000,22600,700,2476568,9094938
105552850,22600,900,2476568,9104092
105556330,22500,16100,9106868,8494432
105556330,22500,300,9106868,8495636
105556330,22500,3900,9106868,8496535
105557620,22600,9100,2476568,9107749
105603930,22600,800,2476568,9113049
105614570,22600,29100,2476568,9121543
105614740,22600,800,2476568,9121661
105626000,22600,800,2476568,9130423
105627610,22600,1000,2476568,9131640
105636800,22600,800,2476568,9138956
105646190,22500,6100,9146563,8496535
105646190,22500,1300,9146563,8501256
105646190,22500,500,9146563,8502791
105646190,22500,100,9146563,8516014
105646190,22500,4500,9146563,8516580
105646190,22500,6900,9146563,8524487
105647810,22600,700,2476568,9147688
105651030,22600,100,2476568,9150269
105656320,22600,18700,2476568,9154297
105656320,22600,10000,2527124,9154297
105656320,22600,4500,2575397,9154297
105656320,22600,3000,2647362,9154297
105656320,22600,600,2954144,9154297
105656320,22600,8200,3156536,9154297
105659120,22600,900,3156536,9156266
105704420,22600,1800,3156536,9160525
105709910,22600,800,3156536,9164762
105712200,22500,700,9166525,8524487
105719780,22600,1000,3156536,9172408
105720890,22600,700,3156536,9173190
105731590,22600,900,3156536,9181267
105733260,22500,2400,9182258,8524487
105733260,22500,2000,9182258,8536527
105733260,22500,100,9182258,8547553
105733260,22500,500,9182258,8552953
105742930,22600,800,3156536,9189466
105747630,22500,50,9192767,8552953
105752780,22500,100,9197064,8552953
105753650,22600,800,3156536,9197678
105754470,22500,2000,9198161,8552953
