wind_code,date,time,bs_flag,trade_price,trade_volume,ask_order,bid_order,,,,,,,time,trade_price,trade_volume,ask,bid
000629.SZ,20200327,94111770,S,22500,5000,2943537,2928091,,0,0,0,0,0,94111770,22500,5000,2943537,2928091
000629.SZ,20200327,94111770,S,22500,2100,2943537,2931691,,0,0,0,0,0,94111770,22500,2100,2943537,2931691
000629.SZ,20200327,94112780,S,22500,100,2945800,2931691,,0,0,0,0,0,94112780,22500,100,2945800,2931691
000629.SZ,20200327,94112800,S,22500,1300,2945854,2931691,,0,0,0,0,0,94112800,22500,1300,2945854,2931691
000629.SZ,20200327,94114060,S,22500,5700,2948904,2931691,,0,0,0,0,0,94114060,22500,5700,2948904,2931691
000629.SZ,20200327,94114060,S,22500,100,2948904,2931755,,0,0,0,0,0,94114060,22500,100,2948904,2931755
000629.SZ,20200327,94114060,S,22500,200,2948904,2931767,,0,0,0,0,0,94114060,22500,200,2948904,2931767
000629.SZ,20200327,94114060,S,22500,2100,2948904,2931899,,0,0,0,0,0,94114060,22500,2100,2948904,2931899
000629.SZ,20200327,94114060,S,22500,9000,2948904,2935706,,0,0,0,0,0,94114060,22500,9000,2948904,2935706
000629.SZ,20200327,94114060,S,22500,100,2948904,2939004,,0,0,0,0,0,94114060,22500,100,2948904,2939004
000629.SZ,20200327,94114060,S,22500,1600,2948904,2939172,,0,0,0,0,0,94114060,22500,1600,2948904,2939172
000629.SZ,20200327,94114060,S,22500,200,2948904,2941381,,0,0,0,0,0,94114060,22500,200,2948904,2941381
000629.SZ,20200327,94116220,S,22400,39400,2953503,239925,,0,0,0,0,0,94116220,22400,39400,2953503,239925
000629.SZ,20200327,94120170,B,22500,1200,2948904,2962398,,0,0,0,0,0,94120170,22500,1200,2948904,2962398
000629.SZ,20200327,94120220,S,22400,1900,2962495,239925,,0,0,0,0,0,94120220,22400,1900,2962495,239925
000629.SZ,20200327,94127000,B,22500,1000,2948904,2978238,,0,0,0,0,0,94127000,22500,1000,2948904,2978238
000629.SZ,20200327,94131190,B,22500,1100,2948904,2989202,,0,0,0,0,0,94131190,22500,1100,2948904,2989202
000629.SZ,20200327,94134970,S,22400,2200,2997906,239925,,0,0,0,0,0,94134970,22400,2200,2997906,239925
000629.SZ,20200327,94136800,B,22500,10000,2948904,3001792,,0,0,0,0,0,94136800,22500,10000,2948904,3001792
000629.SZ,20200327,94141140,S,22400,2000,3011648,239925,,0,0,0,0,0,94141140,22400,2000,3011648,239925
000629.SZ,20200327,94142420,B,22500,1200,2948904,3013978,,0,0,0,0,0,94142420,22500,1200,2948904,3013978
000629.SZ,20200327,94142680,S,22400,16000,3014522,239925,,0,0,0,0,0,94142680,22400,16000,3014522,239925
000629.SZ,20200327,94148220,B,22500,2000,2948904,3025927,,0,0,0,0,0,94148220,22500,2000,2948904,3025927
000629.SZ,20200327,94153570,B,22500,1000,2948904,3037297,,0,0,0,0,0,94153570,22500,1000,2948904,3037297
000629.SZ,20200327,94158040,S,22400,4100,3046702,239925,,0,0,0,0,0,94158040,22400,4100,3046702,239925
000629.SZ,20200327,94158040,S,22400,4800,3046702,295706,,0,0,0,0,0,94158040,22400,4800,3046702,295706
000629.SZ,20200327,94158040,S,22400,100,3046702,493113,,0,0,0,0,0,94158040,22400,100,3046702,493113
000629.SZ,20200327,94158040,S,22400,1000,3046702,509093,,0,0,0,0,0,94158040,22400,1000,3046702,509093
000629.SZ,20200327,94202220,B,22500,4500,2948904,3056136,,0,0,0,0,0,94202220,22500,4500,2948904,3056136
000629.SZ,20200327,94203710,B,22500,400,2948904,3058991,,0,0,0,0,0,94203710,22500,400,2948904,3058991
000629.SZ,20200327,94204570,B,22500,1000,2948904,3061287,,0,0,0,0,0,94204570,22500,1000,2948904,3061287
000629.SZ,20200327,94205940,B,22500,5000,2948904,3063848,,0,0,0,0,0,94205940,22500,5000,2948904,3063848
000629.SZ,20200327,94209780,B,22500,1000,2948904,3071972,,0,0,0,0,0,94209780,22500,1000,2948904,3071972
000629.SZ,20200327,94212570,B,22500,1600,2948904,3077793,,0,0,0,0,0,94212570,22500,1600,2948904,3077793
000629.SZ,20200327,94212570,B,22500,3500,2963225,3077793,,0,0,0,0,0,94212570,22500,3500,2963225,3077793
000629.SZ,20200327,94213550,B,22500,200,2963225,3080363,,0,0,0,0,0,94213550,22500,200,2963225,3080363
000629.SZ,20200327,94215120,B,22500,1200,2963225,3083336,,0,0,0,0,0,94215120,22500,1200,2963225,3083336
000629.SZ,20200327,94220950,B,22500,4300,2963225,3095332,,0,0,0,0,0,94220950,22500,4300,2963225,3095332
000629.SZ,20200327,94226130,B,22500,1000,2963225,3106221,,0,0,0,0,0,94226130,22500,1000,2963225,3106221
000629.SZ,20200327,94226830,B,22500,10000,2963225,3107539,,0,0,0,0,0,94226830,22500,10000,2963225,3107539
000629.SZ,20200327,94235570,S,22400,4000,3124937,509093,,0,0,0,0,0,94235570,22400,4000,3124937,509093
000629.SZ,20200327,94235570,S,22400,400,3124937,548999,,0,0,0,0,0,94235570,22400,400,3124937,548999
000629.SZ,20200327,94235570,S,22400,2200,3124937,560011,,0,0,0,0,0,94235570,22400,2200,3124937,560011
000629.SZ,20200327,94235570,S,22400,300,3124937,594679,,0,0,0,0,0,94235570,22400,300,3124937,594679
000629.SZ,20200327,94235570,S,22400,4000,3124937,615593,,0,0,0,0,0,94235570,22400,4000,3124937,615593
000629.SZ,20200327,94235570,S,22400,9100,3124937,620634,,0,0,0,0,0,94235570,22400,9100,3124937,620634
000629.SZ,20200327,94236930,B,22500,5000,2963225,3127646,,0,0,0,0,0,94236930,22500,5000,2963225,3127646
000629.SZ,20200327,94237270,B,22500,1100,2963225,3128493,,0,0,0,0,0,94237270,22500,1100,2963225,3128493
000629.SZ,20200327,94248110,B,22500,1100,2963225,3149620,,0,0,0,0,0,94248110,22500,1100,2963225,3149620
000629.SZ,20200327,94250610,S,22400,900,3154948,620634,,0,0,0,0,0,94250610,22400,900,3154948,620634
000629.SZ,20200327,94250610,S,22400,100,3154948,628412,,0,0,0,0,0,94250610,22400,100,3154948,628412
000629.SZ,20200327,94250990,S,22400,1900,3155552,628412,,0,0,0,0,0,94250990,22400,1900,3155552,628412
000629.SZ,20200327,94251820,B,22500,900,2963225,3157332,,0,0,0,0,0,94251820,22500,900,2963225,3157332
000629.SZ,20200327,94259160,B,22500,1000,2963225,3172983,,0,0,0,0,0,94259160,22500,1000,2963225,3172983
000629.SZ,20200327,94300800,S,22400,800,3176222,628412,,0,0,0,0,0,94300800,22400,800,3176222,628412
000629.SZ,20200327,94305540,S,22400,1500,3186641,628412,,0,0,0,0,0,94305540,22400,1500,3186641,628412
000629.SZ,20200327,94307630,S,22400,900,3191010,628412,,0,0,0,0,0,94307630,22400,900,3191010,628412
000629.SZ,20200327,94310320,B,22500,1100,2963225,3196062,,0,0,0,0,0,94310320,22500,1100,2963225,3196062
000629.SZ,20200327,94312260,B,22500,3000,2963225,3199806,,0,0,0,0,0,94312260,22500,3000,2963225,3199806
000629.SZ,20200327,94316100,S,22400,400,3207322,628412,,0,0,0,0,0,94316100,22400,400,3207322,628412
000629.SZ,20200327,94321270,B,22500,1000,2963225,3217202,,0,0,0,0,0,94321270,22500,1000,2963225,3217202
000629.SZ,20200327,94331180,B,22500,5000,2963225,3237629,,0,0,0,0,0,94331180,22500,5000,2963225,3237629
000629.SZ,20200327,94332290,B,22500,1000,2963225,3239953,,0,0,0,0,0,94332290,22500,1000,2963225,3239953
000629.SZ,20200327,94341390,B,22500,6000,2963225,3257983,,0,0,0,0,0,94341390,22500,6000,2963225,3257983
000629.SZ,20200327,94341500,B,22500,10600,2963225,3258173,,0,0,0,0,0,94341500,22500,10600,2963225,3258173
000629.SZ,20200327,94343210,B,22500,1200,2963225,3261641,,0,0,0,0,0,94343210,22500,1200,2963225,3261641
000629.SZ,20200327,94347760,B,22500,27000,2963225,3270932,,0,0,0,0,0,94347760,22500,27000,2963225,3270932
000629.SZ,20200327,94348610,B,22500,100,2963225,3272656,,0,0,0,0,0,94348610,22500,100,2963225,3272656
000629.SZ,20200327,94354410,B,22500,1200,2963225,3284933,,0,0,0,0,0,94354410,22500,1200,2963225,3284933
000629.SZ,20200327,94359920,B,22500,3900,2963225,3296433,,0,0,0,0,0,94359920,22500,3900,2963225,3296433
000629.SZ,20200327,94405530,B,22500,1100,2963225,3309259,,0,0,0,0,0,94405530,22500,1100,2963225,3309259
000629.SZ,20200327,94414600,B,22500,2400,2963225,3327566,,0,0,0,0,0,94414600,22500,2400,2963225,3327566
000629.SZ,20200327,94416060,B,22500,1200,2963225,3330601,,0,0,0,0,0,94416060,22500,1200,2963225,3330601
000629.SZ,20200327,94419320,B,22500,4800,2963225,3337062,,0,0,0,0,0,94419320,22500,4800,2963225,3337062
000629.SZ,20200327,94421160,B,22500,200,2963225,3340120,,0,0,0,0,0,94421160,22500,200,2963225,3340120
000629.SZ,20200327,94425410,S,22400,2800,3348755,628412,,0,0,0,0,0,94425410,22400,2800,3348755,628412
000629.SZ,20200327,94427480,B,22500,1000,2963225,3352851,,0,0,0,0,0,94427480,22500,1000,2963225,3352851
000629.SZ,20200327,94429070,S,22400,900,3356331,628412,,0,0,0,0,0,94429070,22400,900,3356331,628412
000629.SZ,20200327,94432670,B,22500,30000,2963225,3362945,,0,0,0,0,0,94432670,22500,30000,2963225,3362945
000629.SZ,20200327,94434600,B,22500,2000,2963225,3366832,,0,0,0,0,0,94434600,22500,2000,2963225,3366832
000629.SZ,20200327,94438230,B,22500,1200,2963225,3374135,,0,0,0,0,0,94438230,22500,1200,2963225,3374135
000629.SZ,20200327,94441550,B,22500,900,2963225,3380435,,0,0,0,0,0,94441550,22500,900,2963225,3380435
000629.SZ,20200327,94443840,B,22500,2700,2963225,3385161,,0,0,0,0,0,94443840,22500,2700,2963225,3385161
000629.SZ,20200327,94448070,B,22500,4900,2963225,3393014,,0,0,0,0,0,94448070,22500,4900,2963225,3393014
000629.SZ,20200327,94448070,B,22500,300,2998813,3393014,,0,0,0,0,0,94448070,22500,300,2998813,3393014
000629.SZ,20200327,94448070,B,22500,200,3014464,3393014,,0,0,0,0,0,94448070,22500,200,3014464,3393014
000629.SZ,20200327,94448070,B,22500,5000,3054533,3393014,,0,0,0,0,0,94448070,22500,5000,3054533,3393014
000629.SZ,20200327,94448070,B,22500,10000,3067259,3393014,,0,0,0,0,0,94448070,22500,10000,3067259,3393014
000629.SZ,20200327,94448070,B,22500,5900,3097447,3393014,,0,0,0,0,0,94448070,22500,5900,3097447,3393014
000629.SZ,20200327,94448070,B,22500,17200,3121585,3393014,,0,0,0,0,0,94448070,22500,17200,3121585,3393014
000629.SZ,20200327,94448070,B,22500,3000,3146980,3393014,,0,0,0,0,0,94448070,22500,3000,3146980,3393014
000629.SZ,20200327,94448070,B,22500,5000,3147827,3393014,,0,0,0,0,0,94448070,22500,5000,3147827,3393014
000629.SZ,20200327,94448070,B,22500,500,3167219,3393014,,0,0,0,0,0,94448070,22500,500,3167219,3393014
000629.SZ,20200327,94448070,B,22500,200,3174618,3393014,,0,0,0,0,0,94448070,22500,200,3174618,3393014
000629.SZ,20200327,94448070,B,22500,200,3209635,3393014,,0,0,0,0,0,94448070,22500,200,3209635,3393014
000629.SZ,20200327,94448070,B,22500,2400,3232758,3393014,,0,0,0,0,0,94448070,22500,2400,3232758,3393014
000629.SZ,20200327,94448070,B,22500,25000,3235890,3393014,,0,0,0,0,0,94448070,22500,25000,3235890,3393014
000629.SZ,20200327,94448070,B,22500,700,3290813,3393014,,0,0,0,0,0,94448070,22500,700,3290813,3393014
000629.SZ,20200327,94448070,B,22500,2400,3331831,3393014,,0,0,0,0,0,94448070,22500,2400,3331831,3393014
000629.SZ,20200327,94448640,B,22500,100,3331831,3394172,,0,0,0,0,0,94448640,22500,100,3331831,3394172
000629.SZ,20200327,94448650,B,22500,100,3331831,3394179,,0,0,0,0,0,94448650,22500,100,3331831,3394179
000629.SZ,20200327,94448660,B,22500,100,3331831,3394206,,0,0,0,0,0,94448660,22500,100,3331831,3394206
000629.SZ,20200327,94448680,B,22500,200,3331831,3394265,,0,0,0,0,0,94448680,22500,200,3331831,3394265
000629.SZ,20200327,94449340,B,22500,900,3331831,3395708,,0,0,0,0,0,94449340,22500,900,3331831,3395708
000629.SZ,20200327,94449340,B,22500,100,3343060,3395708,,0,0,0,0,0,94449340,22500,100,3343060,3395708
000629.SZ,20200327,94454630,S,22400,700,3405325,628412,,0,0,0,0,0,94454630,22400,700,3405325,628412
000629.SZ,20200327,94454630,S,22400,400,3405325,642790,,0,0,0,0,0,94454630,22400,400,3405325,642790
000629.SZ,20200327,94456620,B,22500,100,3343060,3410810,,0,0,0,0,0,94456620,22500,100,3343060,3410810
000629.SZ,20200327,94458800,B,22500,100,3343060,3418291,,0,0,0,0,0,94458800,22500,100,3343060,3418291
000629.SZ,20200327,94458800,B,22500,900,3370129,3418291,,0,0,0,0,0,94458800,22500,900,3370129,3418291
000629.SZ,20200327,94500230,B,22500,1000,3370129,3422322,,0,0,0,0,0,94500230,22500,1000,3370129,3422322
000629.SZ,20200327,94500500,B,22500,100,3370129,3423284,,0,0,0,0,0,94500500,22500,100,3370129,3423284
000629.SZ,20200327,94502330,B,22500,600,3370129,3430683,,0,0,0,0,0,94502330,22500,600,3370129,3430683
000629.SZ,20200327,94502330,B,22500,4400,3397143,3430683,,0,0,0,0,0,94502330,22500,4400,3397143,3430683
000629.SZ,20200327,94504250,B,22500,100,3397143,3436466,,0,0,0,0,0,94504250,22500,100,3397143,3436466
000629.SZ,20200327,94504250,B,22500,9900,3397323,3436466,,0,0,0,0,0,94504250,22500,9900,3397323,3436466
000629.SZ,20200327,94507370,S,22400,1100,3445827,642790,,0,0,0,0,0,94507370,22400,1100,3445827,642790
000629.SZ,20200327,94512350,B,22500,1000,3397323,3458156,,0,0,0,0,0,94512350,22500,1000,3397323,3458156
000629.SZ,20200327,94521280,S,22400,1000,3480459,642790,,0,0,0,0,0,94521280,22400,1000,3480459,642790
000629.SZ,20200327,94523400,B,22500,1100,3397323,3485700,,0,0,0,0,0,94523400,22500,1100,3397323,3485700
000629.SZ,20200327,94525830,B,22500,2400,3397323,3492034,,0,0,0,0,0,94525830,22500,2400,3397323,3492034
000629.SZ,20200327,94534410,B,22500,1100,3397323,3513709,,0,0,0,0,0,94534410,22500,1100,3397323,3513709
000629.SZ,20200327,94543590,S,22400,4000,3535982,642790,,0,0,0,0,0,94543590,22400,4000,3535982,642790
000629.SZ,20200327,94543590,S,22400,6000,3535982,708007,,0,0,0,0,0,94543590,22400,6000,3535982,708007
000629.SZ,20200327,94543590,S,22400,1000,3535982,833544,,0,0,0,0,0,94543590,22400,1000,3535982,833544
000629.SZ,20200327,94543590,S,22400,2000,3535982,881652,,0,0,0,0,0,94543590,22400,2000,3535982,881652
000629.SZ,20200327,94543590,S,22400,4100,3535982,1124317,,0,0,0,0,0,94543590,22400,4100,3535982,1124317
000629.SZ,20200327,94545280,B,22500,1000,3397323,3539357,,0,0,0,0,0,94545280,22500,1000,3397323,3539357
000629.SZ,20200327,94556370,B,22500,1000,3397323,3566289,,0,0,0,0,0,94556370,22500,1000,3397323,3566289
000629.SZ,20200327,94556850,S,22400,3700,3567298,1124317,,0,0,0,0,0,94556850,22400,3700,3567298,1124317
000629.SZ,20200327,94556850,S,22400,2300,3567298,1148718,,0,0,0,0,0,94556850,22400,2300,3567298,1148718
000629.SZ,20200327,94607530,B,22500,1000,3397323,3592828,,0,0,0,0,0,94607530,22500,1000,3397323,3592828
000629.SZ,20200327,94615740,S,22400,3600,3610875,1148718,,0,0,0,0,0,94615740,22400,3600,3610875,1148718
000629.SZ,20200327,94618170,B,22500,1200,3397323,3616295,,0,0,0,0,0,94618170,22500,1200,3397323,3616295
000629.SZ,20200327,94629090,B,22500,1100,3397323,3640406,,0,0,0,0,0,94629090,22500,1100,3397323,3640406
000629.SZ,20200327,94640150,B,22500,1000,3397323,3665993,,0,0,0,0,0,94640150,22500,1000,3397323,3665993
000629.SZ,20200327,94645300,B,22500,100000,3397323,3677942,,0,0,0,0,0,94645300,22500,100000,3397323,3677942
000629.SZ,20200327,94645880,B,22500,1500,3397323,3679491,,0,0,0,0,0,94645880,22500,1500,3397323,3679491
000629.SZ,20200327,94645960,B,22500,6900,3397323,3679722,,0,0,0,0,0,94645960,22500,6900,3397323,3679722
000629.SZ,20200327,94645980,B,22500,3500,3397323,3679772,,0,0,0,0,0,94645980,22500,3500,3397323,3679772
000629.SZ,20200327,94646310,B,22500,1900,3397323,3680712,,0,0,0,0,0,94646310,22500,1900,3397323,3680712
000629.SZ,20200327,94646610,B,22500,5400,3397323,3681548,,0,0,0,0,0,94646610,22500,5400,3397323,3681548
000629.SZ,20200327,94648390,B,22500,2000,3397323,3685433,,0,0,0,0,0,94648390,22500,2000,3397323,3685433
000629.SZ,20200327,94651440,B,22500,1000,3397323,3692417,,0,0,0,0,0,94651440,22500,1000,3397323,3692417
000629.SZ,20200327,94700090,S,22400,3600,3711574,1148718,,0,0,0,0,0,94700090,22400,3600,3711574,1148718
000629.SZ,20200327,94702250,B,22500,1100,3397323,3716863,,0,0,0,0,0,94702250,22500,1100,3397323,3716863
000629.SZ,20200327,94703430,B,22500,100,3397323,3719037,,0,0,0,0,0,94703430,22500,100,3397323,3719037
000629.SZ,20200327,94713030,B,22500,200,3397323,3739665,,0,0,0,0,0,94713030,22500,200,3397323,3739665
000629.SZ,20200327,94713250,B,22500,1200,3397323,3740248,,0,0,0,0,0,94713250,22500,1200,3397323,3740248
000629.SZ,20200327,94714810,B,22500,3000,3397323,3743216,,0,0,0,0,0,94714810,22500,3000,3397323,3743216
000629.SZ,20200327,94715980,S,22400,100,3745423,1148718,,0,0,0,0,0,94715980,22400,100,3745423,1148718
000629.SZ,20200327,94720960,B,22500,100,3397323,3754681,,0,0,0,0,0,94720960,22500,100,3397323,3754681
000629.SZ,20200327,94722530,S,22400,400,3758586,1148718,,0,0,0,0,0,94722530,22400,400,3758586,1148718
000629.SZ,20200327,94722530,S,22400,700,3758586,1157623,,0,0,0,0,0,94722530,22400,700,3758586,1157623
000629.SZ,20200327,94724700,B,22500,1000,3397323,3762581,,0,0,0,0,0,94724700,22500,1000,3397323,3762581
000629.SZ,20200327,94724870,B,22500,10000,3397323,3762941,,0,0,0,0,0,94724870,22500,10000,3397323,3762941
000629.SZ,20200327,94735070,B,22500,1200,3397323,3782198,,0,0,0,0,0,94735070,22500,1200,3397323,3782198
000629.SZ,20200327,94745240,S,22400,900,3801486,1157623,,0,0,0,0,0,94745240,22400,900,3801486,1157623
000629.SZ,20200327,94746400,B,22500,1000,3397323,3803894,,0,0,0,0,0,94746400,22500,1000,3397323,3803894
000629.SZ,20200327,94751260,B,22500,4800,3397323,3812942,,0,0,0,0,0,94751260,22500,4800,3397323,3812942
000629.SZ,20200327,94751290,B,22500,8000,3397323,3812991,,0,0,0,0,0,94751290,22500,8000,3397323,3812991
000629.SZ,20200327,94751560,B,22500,4900,3397323,3813431,,0,0,0,0,0,94751560,22500,4900,3397323,3813431
000629.SZ,20200327,94751560,B,22500,300,3410762,3813431,,0,0,0,0,0,94751560,22500,300,3410762,3813431
000629.SZ,20200327,94753940,B,22500,3900,3410762,3818213,,0,0,0,0,0,94753940,22500,3900,3410762,3818213
000629.SZ,20200327,94754180,B,22500,3600,3410762,3818603,,0,0,0,0,0,94754180,22500,3600,3410762,3818603
000629.SZ,20200327,94754700,B,22500,3900,3410762,3819550,,0,0,0,0,0,94754700,22500,3900,3410762,3819550
000629.SZ,20200327,94756620,B,22500,1700,3410762,3823359,,0,0,0,0,0,94756620,22500,1700,3410762,3823359
000629.SZ,20200327,94756920,B,22500,1800,3410762,3823844,,0,0,0,0,0,94756920,22500,1800,3410762,3823844
000629.SZ,20200327,94756940,B,22500,4600,3410762,3823875,,0,0,0,0,0,94756940,22500,4600,3410762,3823875
000629.SZ,20200327,94757240,B,22500,200,3410762,3824347,,0,0,0,0,0,94757240,22500,200,3410762,3824347
000629.SZ,20200327,94757240,B,22500,1000,3438921,3824347,,0,0,0,0,0,94757240,22500,1000,3438921,3824347
000629.SZ,20200327,94802570,B,22500,1900,3438921,3834964,,0,0,0,0,0,94802570,22500,1900,3438921,3834964
000629.SZ,20200327,94802570,B,22500,8000,3438921,3834971,,0,0,0,0,0,94802570,22500,8000,3438921,3834971
000629.SZ,20200327,94806910,S,22400,3400,3843494,1157623,,0,0,0,0,0,94806910,22400,3400,3843494,1157623
000629.SZ,20200327,94806910,S,22400,20000,3843494,1211383,,0,0,0,0,0,94806910,22400,20000,3843494,1211383
000629.SZ,20200327,94806910,S,22400,600,3843494,1224582,,0,0,0,0,0,94806910,22400,600,3843494,1224582
000629.SZ,20200327,94806920,B,22500,3000,3438921,3843501,,0,0,0,0,0,94806920,22500,3000,3438921,3843501
000629.SZ,20200327,94807180,B,22500,4700,3438921,3844214,,0,0,0,0,0,94807180,22500,4700,3438921,3844214
000629.SZ,20200327,94807320,B,22500,1700,3438921,3844830,,0,0,0,0,0,94807320,22500,1700,3438921,3844830
000629.SZ,20200327,94808600,B,22500,1100,3438921,3847387,,0,0,0,0,0,94808600,22500,1100,3438921,3847387
000629.SZ,20200327,94810530,B,22500,30100,3438921,3851253,,0,0,0,0,0,94810530,22500,30100,3438921,3851253
000629.SZ,20200327,94810530,B,22500,9100,3449346,3851253,,0,0,0,0,0,94810530,22500,9100,3449346,3851253
000629.SZ,20200327,94810530,B,22500,6400,3472763,3851253,,0,0,0,0,0,94810530,22500,6400,3472763,3851253
000629.SZ,20200327,94812170,B,22500,6900,3472763,3854180,,0,0,0,0,0,94812170,22500,6900,3472763,3854180
000629.SZ,20200327,94817770,B,22500,7500,3472763,3865105,,0,0,0,0,0,94817770,22500,7500,3472763,3865105
000629.SZ,20200327,94817790,B,22500,6000,3472763,3865123,,0,0,0,0,0,94817790,22500,6000,3472763,3865123
000629.SZ,20200327,94817850,B,22500,1200,3472763,3865260,,0,0,0,0,0,94817850,22500,1200,3472763,3865260
000629.SZ,20200327,94818680,B,22500,12000,3472763,3866691,,0,0,0,0,0,94818680,22500,12000,3472763,3866691
000629.SZ,20200327,94818680,B,22500,800,3477439,3866691,,0,0,0,0,0,94818680,22500,800,3477439,3866691
000629.SZ,20200327,94819110,B,22500,1000,3477439,3867671,,0,0,0,0,0,94819110,22500,1000,3477439,3867671
000629.SZ,20200327,94821600,B,22500,8000,3477439,3871918,,0,0,0,0,0,94821600,22500,8000,3477439,3871918
000629.SZ,20200327,94830430,B,22500,200,3477439,3887198,,0,0,0,0,0,94830430,22500,200,3477439,3887198
000629.SZ,20200327,94830430,B,22500,1000,3486872,3887198,,0,0,0,0,0,94830430,22500,1000,3486872,3887198
000629.SZ,20200327,94835890,B,22500,8000,3486872,3897098,,0,0,0,0,0,94835890,22500,8000,3486872,3897098
000629.SZ,20200327,94841550,B,22500,1000,3486872,3906723,,0,0,0,0,0,94841550,22500,1000,3486872,3906723
000629.SZ,20200327,94842040,B,22500,900,3486872,3907369,,0,0,0,0,0,94842040,22500,900,3486872,3907369
000629.SZ,20200327,94847190,B,22500,200,3486872,3916329,,0,0,0,0,0,94847190,22500,200,3486872,3916329
000629.SZ,20200327,94849200,B,22500,1200,3486872,3919834,,0,0,0,0,0,94849200,22500,1200,3486872,3919834
000629.SZ,20200327,94850580,B,22500,500,3486872,3922276,,0,0,0,0,0,94850580,22500,500,3486872,3922276
000629.SZ,20200327,94850690,B,22500,8000,3486872,3922458,,0,0,0,0,0,94850690,22500,8000,3486872,3922458
000629.SZ,20200327,94852240,B,22500,4300,3486872,3925445,,0,0,0,0,0,94852240,22500,4300,3486872,3925445
000629.SZ,20200327,94852240,B,22500,4600,3494866,3925445,,0,0,0,0,0,94852240,22500,4600,3494866,3925445
000629.SZ,20200327,94852610,B,22500,1100,3494866,3926232,,0,0,0,0,0,94852610,22500,1100,3494866,3926232
000629.SZ,20200327,94854080,B,22500,1000,3494866,3928483,,0,0,0,0,0,94854080,22500,1000,3494866,3928483
000629.SZ,20200327,94855110,B,22500,1000,3494866,3930603,,0,0,0,0,0,94855110,22500,1000,3494866,3930603
000629.SZ,20200327,94857540,S,22400,1450,3934535,1224582,,0,0,0,0,0,94857540,22400,1450,3934535,1224582
000629.SZ,20200327,94903620,B,22500,1200,3494866,3945323,,0,0,0,0,0,94903620,22500,1200,3494866,3945323
000629.SZ,20200327,94909840,B,22500,1000,3494866,3956566,,0,0,0,0,0,94909840,22500,1000,3494866,3956566
000629.SZ,20200327,94913120,B,22500,100,3494866,3962602,,0,0,0,0,0,94913120,22500,100,3494866,3962602
000629.SZ,20200327,94913120,B,22500,1000,3506097,3962602,,0,0,0,0,0,94913120,22500,1000,3506097,3962602
000629.SZ,20200327,94914070,B,22500,1000,3506097,3964408,,0,0,0,0,0,94914070,22500,1000,3506097,3964408
000629.SZ,20200327,94915390,B,22500,5000,3506097,3966469,,0,0,0,0,0,94915390,22500,5000,3506097,3966469
000629.SZ,20200327,94925020,B,22500,1100,3506097,3983794,,0,0,0,0,0,94925020,22500,1100,3506097,3983794
000629.SZ,20200327,94934220,B,22500,3000,3506097,3999692,,0,0,0,0,0,94934220,22500,3000,3506097,3999692
000629.SZ,20200327,94934580,B,22500,5600,3506097,4000325,,0,0,0,0,0,94934580,22500,5600,3506097,4000325
000629.SZ,20200327,94936210,S,22400,50,4002960,1224582,,0,0,0,0,0,94936210,22400,50,4002960,1224582
000629.SZ,20200327,94936210,S,22400,5000,4002960,1242794,,0,0,0,0,0,94936210,22400,5000,4002960,1242794
000629.SZ,20200327,94936210,S,22400,4950,4002960,1299958,,0,0,0,0,0,94936210,22400,4950,4002960,1299958
000629.SZ,20200327,94936520,B,22500,1000,3506097,4003644,,0,0,0,0,0,94936520,22500,1000,3506097,4003644
000629.SZ,20200327,94947110,B,22500,1100,3506097,4021360,,0,0,0,0,0,94947110,22500,1100,3506097,4021360
000629.SZ,20200327,94949590,B,22500,600,3506097,4025686,,0,0,0,0,0,94949590,22500,600,3506097,4025686
000629.SZ,20200327,94955180,B,22500,10000,3506976,4035503,,0,0,0,0,0,94955180,22500,10000,3506976,4035503
000629.SZ,20200327,94958130,B,22500,1000,3506976,4041970,,0,0,0,0,0,94958130,22500,1000,3506976,4041970
000629.SZ,20200327,94958180,S,22400,2000,4042127,1299958,,0,0,0,0,0,94958180,22400,2000,4042127,1299958
000629.SZ,20200327,95001320,B,22500,2000,3506976,4051315,,0,0,0,0,0,95001320,22500,2000,3506976,4051315
000629.SZ,20200327,95002830,B,22500,22200,3506976,4054984,,0,0,0,0,0,95002830,22500,22200,3506976,4054984
000629.SZ,20200327,95003640,B,22500,300,3506976,4056851,,0,0,0,0,0,95003640,22500,300,3506976,4056851
000629.SZ,20200327,95003680,B,22500,4300,3506976,4056931,,0,0,0,0,0,95003680,22500,4300,3506976,4056931
000629.SZ,20200327,95005460,B,22500,10000,3506976,4062231,,0,0,0,0,0,95005460,22500,10000,3506976,4062231
000629.SZ,20200327,95005540,B,22500,2000,3506976,4062379,,0,0,0,0,0,95005540,22500,2000,3506976,4062379
000629.SZ,20200327,95008150,B,22500,12600,3506976,4068861,,0,0,0,0,0,95008150,22500,12600,3506976,4068861
000629.SZ,20200327,95009540,B,22500,1100,3506976,4071823,,0,0,0,0,0,95009540,22500,1100,3506976,4071823
000629.SZ,20200327,95010510,B,22500,1500,3506976,4074498,,0,0,0,0,0,95010510,22500,1500,3506976,4074498
000629.SZ,20200327,95019510,B,22500,21100,3506976,4095512,,0,0,0,0,0,95019510,22500,21100,3506976,4095512
000629.SZ,20200327,95019510,B,22500,36000,3539723,4095512,,0,0,0,0,0,95019510,22500,36000,3539723,4095512
