wind_code,date,time,index,function_code,order_kind,bs_flag,trade_price,trade_volume,ask_order,bid_order
000629.SZ,20200327,95317680,4447697,C,0,0,0,3000,1679438,0
000629.SZ,20200327,95322490,4454654,0,0,B,22500,3000,4266891,4454653
000629.SZ,20200327,95326930,4461508,0,0,B,22500,111400,4266891,4461507
000629.SZ,20200327,95328290,4463908,0,0,B,22500,1200,4266891,4463907
000629.SZ,20200327,95328720,4464569,C,0,0,0,90200,1915904,0
000629.SZ,20200327,95333350,4471531,0,0,B,22500,100,4266891,4471530
000629.SZ,20200327,95334620,4473705,C,0,0,0,1200,0,4131708
000629.SZ,20200327,95335660,4475123,0,0,S,22400,39650,4475122,1357314
000629.SZ,20200327,95335660,4475124,0,0,S,22400,5000,4475122,1383939
000629.SZ,20200327,95335660,4475125,0,0,S,22400,1000,4475122,1422429
000629.SZ,20200327,95335660,4475126,0,0,S,22400,10000,4475122,1657701
000629.SZ,20200327,95335660,4475127,0,0,S,22400,10000,4475122,1747359
000629.SZ,20200327,95335660,4475128,0,0,S,22400,3600,4475122,1761444
000629.SZ,20200327,95335660,4475129,0,0,S,22400,150,4475122,1785963
000629.SZ,20200327,95336650,4476713,0,0,B,22500,10000,4266891,4476712
000629.SZ,20200327,95339420,4481011,0,0,B,22500,1100,4266891,4481010
000629.SZ,20200327,95340220,4482418,0,0,B,22500,10000,4266891,4482417
000629.SZ,20200327,95343130,4486796,C,0,0,0,1000,0,3332324
000629.SZ,20200327,95347020,4492739,C,0,0,0,3700,1885784,0
000629.SZ,20200327,95347950,4494188,C,0,0,0,600,0,2579856
000629.SZ,20200327,95350200,4497856,0,0,B,22500,1100,4266891,4497855
000629.SZ,20200327,95351150,4499102,0,0,B,22500,600,4266891,4499101
000629.SZ,20200327,95352210,4500773,0,0,S,22400,4650,4500772,1785963
000629.SZ,20200327,95352210,4500774,0,0,S,22400,1300,4500772,1788860
000629.SZ,20200327,95352210,4500775,0,0,S,22400,1000,4500772,1860153
000629.SZ,20200327,95352210,4500776,0,0,S,22400,10000,4500772,1899213
000629.SZ,20200327,95352210,4500777,0,0,S,22400,500,4500772,1917426
000629.SZ,20200327,95352210,4500778,0,0,S,22400,3150,4500772,1923439
000629.SZ,20200327,95356390,4506913,C,0,0,0,1000,0,4202146
000629.SZ,20200327,95401320,4514953,0,0,B,22500,1100,4266891,4514952
000629.SZ,20200327,95406650,4523444,0,0,S,22400,1850,4523443,1923439
000629.SZ,20200327,95406650,4523445,0,0,S,22400,5600,4523443,1932920
000629.SZ,20200327,95406650,4523446,0,0,S,22400,2750,4523443,1941942
000629.SZ,20200327,95406880,4523876,C,0,0,0,1000,0,2181754
000629.SZ,20200327,95408820,4527004,C,0,0,0,5000,213782,0
000629.SZ,20200327,95409330,4527721,C,0,0,0,3000,0,3313875
000629.SZ,20200327,95412540,4532790,0,0,B,22500,1000,4266891,4532789
000629.SZ,20200327,95419990,4544170,C,0,0,0,4500,2318355,0
000629.SZ,20200327,95420310,4544641,C,0,0,0,3700,4511512,0
000629.SZ,20200327,95423100,4548723,0,0,B,22500,1100,4266891,4548722
000629.SZ,20200327,95430020,4558644,C,0,0,0,21400,859433,0
000629.SZ,20200327,95434240,4565763,0,0,B,22500,1000,4266891,4565762
000629.SZ,20200327,95434710,4566495,0,0,B,22500,100,4266891,4566494
000629.SZ,20200327,95438070,4571545,C,0,0,0,10000,0,1826410
000629.SZ,20200327,95439690,4573558,C,0,0,0,500,0,685882
000629.SZ,20200327,95445860,4582584,0,0,B,22500,1100,4266891,4582583
000629.SZ,20200327,95447590,4585198,C,0,0,0,4500,4551380,0
000629.SZ,20200327,95449020,4587450,0,0,B,22500,3700,4266891,4587449
000629.SZ,20200327,95449150,4587682,C,0,0,0,800,4545365,0
000629.SZ,20200327,95453880,4594953,C,0,0,0,800,0,4376394
000629.SZ,20200327,95455390,4597716,0,0,B,22500,2100,4266891,4597715
000629.SZ,20200327,95456580,4599923,0,0,B,22500,1100,4266891,4599922
000629.SZ,20200327,95500640,4609899,C,0,0,0,10000,0,3351403
000629.SZ,20200327,95506730,4623750,C,0,0,0,12000,2490528,0
000629.SZ,20200327,95507460,4625769,0,0,B,22500,1100,4266891,4625768
000629.SZ,20200327,95508380,4627579,C,0,0,0,25100,0,3949389
000629.SZ,20200327,95514840,4640731,0,0,S,22400,1000,4640730,1941942
000629.SZ,20200327,95515960,4643076,C,0,0,0,6000,4373555,0
000629.SZ,20200327,95517900,4647039,C,0,0,0,65800,4312978,0
000629.SZ,20200327,95518600,4648278,0,0,B,22500,1000,4266891,4648277
000629.SZ,20200327,95519770,4651244,0,0,B,22500,100,4266891,4651243
000629.SZ,20200327,95520640,4652937,C,0,0,0,1000,4366093,0
000629.SZ,20200327,95521730,4655283,C,0,0,0,36800,4330335,0
000629.SZ,20200327,95528000,4669112,C,0,0,0,5000,4572304,0
000629.SZ,20200327,95528800,4670974,C,0,0,0,10000,0,2129581
000629.SZ,20200327,95529380,4672097,0,0,B,22500,1100,4266891,4672096
000629.SZ,20200327,95538100,4690938,0,0,S,22400,5200,4690937,1941942
000629.SZ,20200327,95538200,4691123,C,0,0,0,10000,4401601,0
000629.SZ,20200327,95540620,4695921,0,0,B,22500,1000,4266891,4695920
000629.SZ,20200327,95541280,4697099,C,0,0,0,10000,0,3927836
000629.SZ,20200327,95542540,4699193,C,0,0,0,5000,4447797,0
000629.SZ,20200327,95544150,4702698,C,0,0,0,10000,973071,0
000629.SZ,20200327,95545420,4705036,0,0,B,22500,3600,4266891,4705035
000629.SZ,20200327,95546610,4707743,C,0,0,0,400,0,4524439
000629.SZ,20200327,95546680,4707825,0,0,B,22500,1900,4266891,4707824
000629.SZ,20200327,95547990,4709804,0,0,B,22500,4000,4266891,4709803
000629.SZ,20200327,95548010,4709828,0,0,B,22500,20000,4266891,4709827
000629.SZ,20200327,95551330,4716430,0,0,B,22500,1000,4266891,4716429
000629.SZ,20200327,95551570,4716885,0,0,B,22500,1100,4266891,4716884
000629.SZ,20200327,95553980,4721910,C,0,0,0,22800,4283398,0
000629.SZ,20200327,95554380,4722670,C,0,0,0,200,0,1293855
000629.SZ,20200327,95554860,4723627,C,0,0,0,10000,4435967,0
000629.SZ,20200327,95555090,4724197,C,0,0,0,6000,3510065,0
000629.SZ,20200327,95555210,4724501,C,0,0,0,1000,411453,0
000629.SZ,20200327,95601440,4736655,0,0,S,22400,9550,4736654,1941942
000629.SZ,20200327,95601440,4736656,0,0,S,22400,5000,4736654,1955583
000629.SZ,20200327,95601440,4736657,0,0,S,22400,100,4736654,1985718
000629.SZ,20200327,95601440,4736658,0,0,S,22400,5350,4736654,1991725
000629.SZ,20200327,95602710,4739049,0,0,B,22500,1100,4266891,4739048
000629.SZ,20200327,95604960,4743985,C,0,0,0,10000,4685563,0
000629.SZ,20200327,95606400,4746662,C,0,0,0,6600,4679152,0
000629.SZ,20200327,95606820,4747591,0,0,B,22500,400,4266891,4747590
000629.SZ,20200327,95607100,4748339,C,0,0,0,35500,0,4677307
000629.SZ,20200327,95608350,4750782,0,0,B,22500,100,4266891,4750781
000629.SZ,20200327,95613440,4761318,0,0,B,22500,1200,4266891,4761317
000629.SZ,20200327,95616010,4766721,C,0,0,0,23900,31093,0
000629.SZ,20200327,95619410,4775744,C,0,0,0,13500,0,4741147
000629.SZ,20200327,95621010,4779016,C,0,0,0,26800,0,4419945
000629.SZ,20200327,95621540,4780059,0,0,B,22500,200,4266891,4780058
000629.SZ,20200327,95622700,4783775,0,0,S,22400,3600,4783774,1991725
000629.SZ,20200327,95624050,4786723,C,0,0,0,20000,0,3675696
000629.SZ,20200327,95624050,4786725,0,0,B,22500,100,4266891,4786724
000629.SZ,20200327,95624420,4787510,0,0,B,22500,1000,4266891,4787509
000629.SZ,20200327,95624560,4787754,C,0,0,0,1000,0,4535044
000629.SZ,20200327,95632630,4805696,0,0,B,22500,900,4266891,4805695
000629.SZ,20200327,95635230,4810696,0,0,B,22500,1000,4266891,4810695
000629.SZ,20200327,95640410,4819517,C,0,0,0,8600,3820654,0
000629.SZ,20200327,95640780,4820115,C,0,0,0,2000,2166587,0
000629.SZ,20200327,95644650,4826400,C,0,0,0,20000,0,3294318
000629.SZ,20200327,95646320,4829338,0,0,B,22500,1100,4266891,4829337
000629.SZ,20200327,95648660,4832942,C,0,0,0,3500,0,2440419
000629.SZ,20200327,95657140,4845620,0,0,B,22500,23400,4266891,4845619
000629.SZ,20200327,95657510,4846063,0,0,B,22500,1000,4266891,4846062
000629.SZ,20200327,95659050,4848691,0,0,B,22500,10000,4266891,4848690
000629.SZ,20200327,95659510,4849284,0,0,B,22500,2200,4266891,4849283
000629.SZ,20200327,95700810,4851600,C,0,0,0,10000,4797452,0
000629.SZ,20200327,95705810,4859857,C,0,0,0,8100,4687364,0
000629.SZ,20200327,95708760,4864295,0,0,B,22500,1200,4266891,4864294
000629.SZ,20200327,95711980,4868895,C,0,0,0,10000,4482798,0
000629.SZ,20200327,95713490,4871329,0,0,S,22400,700,4871328,1991725
000629.SZ,20200327,95717020,4876528,C,0,0,0,5000,2955127,0
000629.SZ,20200327,95717670,4877297,0,0,B,22500,1000,4266891,4877296
000629.SZ,20200327,95720250,4881057,C,0,0,0,5000,2936848,0
000629.SZ,20200327,95720520,4881421,0,0,B,22500,1000,4266891,4881420
000629.SZ,20200327,95722780,4884896,C,0,0,0,200,0,4707008
000629.SZ,20200327,95722890,4885046,0,0,B,22500,5000,4266891,4885045
000629.SZ,20200327,95722970,4885143,0,0,B,22500,1200,4266891,4885142
000629.SZ,20200327,95724310,4886962,0,0,S,22400,100,4886961,1991725
000629.SZ,20200327,95727980,4892260,0,0,S,22400,250,4892259,1991725
000629.SZ,20200327,95727980,4892261,0,0,S,22400,2000,4892259,1998798
000629.SZ,20200327,95727980,4892262,0,0,S,22400,5000,4892259,2012276
000629.SZ,20200327,95727980,4892263,0,0,S,22400,2750,4892259,2014498
000629.SZ,20200327,95731360,4897016,0,0,B,22500,1100,4266891,4897015
000629.SZ,20200327,95732280,4898177,0,0,B,22500,5900,4266891,4898176
000629.SZ,20200327,95732640,4898663,0,0,B,22500,600,4266891,4898662
000629.SZ,20200327,95734470,4901126,C,0,0,0,1000,3084392,0
000629.SZ,20200327,95735910,4902846,0,0,B,22500,5000,4266891,4902845
000629.SZ,20200327,95742690,4912340,0,0,B,22500,900,4266891,4912339
000629.SZ,20200327,95745930,4916725,C,0,0,0,50000,0,3730507
000629.SZ,20200327,95753700,4926659,0,0,B,22500,1100,4266891,4926658
000629.SZ,20200327,95801750,4937342,C,0,0,0,1000,2199100,0
000629.SZ,20200327,95804380,4940944,0,0,S,22400,250,4940943,2014498
000629.SZ,20200327,95804380,4940945,0,0,S,22400,30000,4940943,2018056
000629.SZ,20200327,95804380,4940946,0,0,S,22400,2200,4940943,2021517
000629.SZ,20200327,95804380,4940947,0,0,S,22400,3000,4940943,2040958
000629.SZ,20200327,95804380,4940948,0,0,S,22400,6700,4940943,2067035
000629.SZ,20200327,95804380,4940949,0,0,S,22400,9500,4940943,2087986
000629.SZ,20200327,95804380,4940950,0,0,S,22400,3500,4940943,2094739
000629.SZ,20200327,95804380,4940951,0,0,S,22400,10100,4940943,2094849
000629.SZ,20200327,95804380,4940952,0,0,S,22400,17700,4940943,2102511
000629.SZ,20200327,95804380,4940953,0,0,S,22400,10000,4940943,2117038
000629.SZ,20200327,95804380,4940954,0,0,S,22400,8900,4940943,2117226
000629.SZ,20200327,95804380,4940955,0,0,S,22400,5000,4940943,2144852
000629.SZ,20200327,95804380,4940956,0,0,S,22400,1500,4940943,2148085
000629.SZ,20200327,95804380,4940957,0,0,S,22400,1000,4940943,2202315
000629.SZ,20200327,95804380,4940958,0,0,S,22400,10000,4940943,2203952
000629.SZ,20200327,95804380,4940959,0,0,S,22400,2200,4940943,2283185
000629.SZ,20200327,95804380,4940960,0,0,S,22400,26000,4940943,2285815
000629.SZ,20200327,95804380,4940961,0,0,S,22400,2450,4940943,2316570
000629.SZ,20200327,95804780,4941481,0,0,B,22500,1000,4266891,4941480
000629.SZ,20200327,95808420,4946297,C,0,0,0,500,0,4889667
000629.SZ,20200327,95815580,4955405,0,0,B,22500,1000,4266891,4955404
000629.SZ,20200327,95817280,4957871,0,0,B,22500,4400,4266891,4957870
000629.SZ,20200327,95820950,4962683,C,0,0,0,1500,0,4897441
000629.SZ,20200327,95822560,4965261,C,0,0,0,40000,4874456,0
000629.SZ,20200327,95825080,4968968,C,0,0,0,5000,0,3024255
000629.SZ,20200327,95826600,4971330,0,0,B,22500,1000,4266891,4971329
000629.SZ,20200327,95829560,4976326,C,0,0,0,4500,0,4968077
000629.SZ,20200327,95831260,4979220,0,0,S,22400,1100,4979219,2316570
000629.SZ,20200327,95831930,4980227,0,0,B,22500,10000,4266891,4980226
000629.SZ,20200327,95833030,4981646,0,0,B,22500,200,4266891,4981645
000629.SZ,20200327,95833030,4981649,C,0,0,0,100,0,4973800
000629.SZ,20200327,95833030,4981650,C,0,0,0,100,0,4818049
000629.SZ,20200327,95834930,4984926,0,0,S,22400,1100,4984925,2316570
000629.SZ,20200327,95837680,4989540,0,0,B,22500,1100,4266891,4989539
000629.SZ,20200327,95839980,4992772,0,0,S,22400,350,4992771,2316570
000629.SZ,20200327,95839980,4992773,0,0,S,22400,200,4992771,2325416
000629.SZ,20200327,95839980,4992774,0,0,S,22400,550,4992771,2325549
000629.SZ,20200327,95841460,4995102,0,0,S,22400,1100,4995101,2325549
000629.SZ,20200327,95844840,4999625,C,0,0,0,20000,0,2537189
000629.SZ,20200327,95848440,5004127,0,0,B,22500,1200,4266891,5004126
000629.SZ,20200327,95849360,5005576,C,0,0,0,1000,0,4991795
000629.SZ,20200327,95854090,5010982,C,0,0,0,500,4865383,0
000629.SZ,20200327,95855110,5012255,C,0,0,0,200,0,4923535
000629.SZ,20200327,95856520,5013955,C,0,0,0,7500,0,4983548
000629.SZ,20200327,95859490,5017509,0,0,B,22500,1100,4266891,5017508
000629.SZ,20200327,95907270,5027935,C,0,0,0,5000,5014789,0
000629.SZ,20200327,95907420,5028199,C,0,0,0,4000,0,2243680
000629.SZ,20200327,95909510,5030460,0,0,B,22500,1000,4266891,5030459
000629.SZ,20200327,95910640,5032013,0,0,B,22500,1200,4266891,5032012
000629.SZ,20200327,95912200,5034001,C,0,0,0,44100,0,2552071
000629.SZ,20200327,95918450,5041704,C,0,0,0,2600,115896,0
000629.SZ,20200327,95922270,5046539,0,0,B,22500,1200,4266891,5046538
000629.SZ,20200327,95922310,5046583,0,0,S,22400,8350,5046582,2325549
000629.SZ,20200327,95922310,5046584,0,0,S,22400,8000,5046582,2362235
000629.SZ,20200327,95922310,5046585,0,0,S,22400,5000,5046582,2394171
000629.SZ,20200327,95922310,5046586,0,0,S,22400,2600,5046582,2446526
000629.SZ,20200327,95922310,5046587,0,0,S,22400,1050,5046582,2453110
000629.SZ,20200327,95924310,5048984,C,0,0,0,100,230558,0
000629.SZ,20200327,95927580,5053440,C,0,0,0,144200,927088,0
000629.SZ,20200327,95928230,5054462,0,0,S,22400,650,5054461,2453110
000629.SZ,20200327,95928230,5054463,0,0,S,22400,2000,5054461,2486921
000629.SZ,20200327,95928230,5054464,0,0,S,22400,13350,5054461,2494321
000629.SZ,20200327,95930970,5057720,0,0,B,22500,200,4266891,5057719
000629.SZ,20200327,95932340,5059407,0,0,B,22500,1000,4266891,5059406
000629.SZ,20200327,95932820,5059964,0,0,B,22500,1000,4266891,5059963
000629.SZ,20200327,95933190,5060411,C,0,0,0,4500,635523,0
000629.SZ,20200327,95938080,5066438,C,0,0,0,1000,0,5058659
000629.SZ,20200327,95942410,5071429,0,0,B,22500,1800,4266891,5071428
000629.SZ,20200327,95943510,5072922,C,0,0,0,20000,0,5012778
000629.SZ,20200327,95944060,5073518,0,0,B,22500,1100,4266891,5073517
000629.SZ,20200327,95946450,5076630,0,0,B,22500,4000,4266891,5076629
000629.SZ,20200327,95951060,5081642,0,0,B,22500,3500,4266891,5081641
000629.SZ,20200327,95952070,5082735,C,0,0,0,1000,0,4865152
000629.SZ,20200327,95954960,5085972,0,0,B,22500,1200,4266891,5085971
000629.SZ,20200327,95956660,5087820,0,0,B,22500,100,4266891,5087819
000629.SZ,20200327,100000950,5093897,0,0,S,22400,6650,5093896,2494321
000629.SZ,20200327,100000950,5093898,0,0,S,22400,200,5093896,2527989
000629.SZ,20200327,100000950,5093899,0,0,S,22400,3150,5093896,2556516
000629.SZ,20200327,100002060,5096033,0,0,B,22500,2000,4266891,5096032
000629.SZ,20200327,100005580,5102652,0,0,B,22500,800,4266891,5102651
000629.SZ,20200327,100005850,5102984,0,0,B,22500,1100,4266891,5102983
000629.SZ,20200327,100009020,5108211,0,0,S,22400,10000,5108210,2556516
000629.SZ,20200327,100009200,5108464,0,0,B,22500,300,4266891,5108463
000629.SZ,20200327,100011200,5111899,0,0,B,22500,1000,4266891,5111898
000629.SZ,20200327,100012110,5113001,C,0,0,0,2000,0,5059191
000629.SZ,20200327,100016960,5120416,0,0,B,22500,1100,4266891,5120415
000629.SZ,20200327,100018620,5122675,C,0,0,0,1600,555055,0
000629.SZ,20200327,100019720,5124740,C,0,0,0,1000,0,2178581
000629.SZ,20200327,100021570,5127517,0,0,B,22500,1000,4266891,5127516
000629.SZ,20200327,100021860,5128032,C,0,0,0,60000,0,4945016
000629.SZ,20200327,100027430,5137024,0,0,B,22500,1200,4266891,5137023
000629.SZ,20200327,100027590,5137211,C,0,0,0,10300,0,4664854
000629.SZ,20200327,100028000,5138060,C,0,0,0,3000,0,810282
000629.SZ,20200327,100029920,5140889,C,0,0,0,10000,3586866,0
000629.SZ,20200327,100035380,5149241,0,0,B,22500,400,4266891,5149240
000629.SZ,20200327,100037100,5151662,0,0,B,22500,3800,4266891,5151661
000629.SZ,20200327,100038420,5153522,C,0,0,0,10000,0,4530157
000629.SZ,20200327,100038470,5153581,0,0,B,22500,1000,4266891,5153580
000629.SZ,20200327,100043050,5160218,C,0,0,0,10000,0,1904143
000629.SZ,20200327,100049640,5170744,0,0,B,22500,1000,4266891,5170743
000629.SZ,20200327,100051770,5173644,C,0,0,0,40000,0,4006080
000629.SZ,20200327,100051900,5174016,C,0,0,0,3300,0,109656
000629.SZ,20200327,100058120,5184115,C,0,0,0,144200,5119727,0
000629.SZ,20200327,100058160,5184158,C,0,0,0,1500,0,3819471
000629.SZ,20200327,100058420,5184718,0,0,B,22500,1500,4266891,5184717
000629.SZ,20200327,100100070,5186611,0,0,B,22500,200,4266891,5186610
000629.SZ,20200327,100100580,5187258,0,0,B,22500,1200,4266891,5187257
000629.SZ,20200327,100105280,5194127,C,0,0,0,100,0,4972622
000629.SZ,20200327,100108710,5198966,C,0,0,0,100,0,5124903
000629.SZ,20200327,100111140,5202504,0,0,S,22400,1000,5202503,2556516
000629.SZ,20200327,100111530,5203027,0,0,B,22500,1100,4266891,5203026
000629.SZ,20200327,100117190,5211605,C,0,0,0,3400,5197519,0
000629.SZ,20200327,100118710,5213611,0,0,B,22500,100,4266891,5213610
000629.SZ,20200327,100122840,5219823,0,0,B,22500,1100,4266891,5219822
000629.SZ,20200327,100126800,5225469,0,0,S,22400,1100,5225468,2556516
000629.SZ,20200327,100127800,5226799,0,0,B,22500,4400,4266891,5226798
000629.SZ,20200327,100129690,5229567,0,0,S,22400,1200,5229566,2556516
000629.SZ,20200327,100132040,5233018,C,0,0,0,10000,0,4570727
000629.SZ,20200327,100133540,5234985,0,0,B,22500,1000,4266891,5234984
000629.SZ,20200327,100142420,5247707,C,0,0,0,1000,0,2758274
000629.SZ,20200327,100143310,5249438,0,0,S,22400,1100,5249437,2556516
000629.SZ,20200327,100144680,5251413,0,0,B,22500,1100,4266891,5251412
000629.SZ,20200327,100145170,5252040,0,0,S,22400,1100,5252039,2556516
000629.SZ,20200327,100153340,5265609,0,0,B,22500,200,4266891,5265608
000629.SZ,20200327,100155660,5268930,0,0,B,22500,1100,4266891,5268929
000629.SZ,20200327,100156140,5269488,C,0,0,0,500,3916478,0
000629.SZ,20200327,100156640,5270056,C,0,0,0,500,5034009,0
000629.SZ,20200327,100201830,5279060,0,0,S,22400,500,5279059,2556516
000629.SZ,20200327,100203920,5282043,0,0,S,22400,1100,5282042,2556516
000629.SZ,20200327,100207320,5288057,C,0,0,0,10000,0,530497
000629.SZ,20200327,100207620,5288552,0,0,B,22500,1200,4266891,5288551
000629.SZ,20200327,100209710,5291609,C,0,0,0,10000,0,5274102
000629.SZ,20200327,100209960,5292173,0,0,S,22400,900,5292172,2556516
000629.SZ,20200327,100210060,5292525,C,0,0,0,10000,0,66738
000629.SZ,20200327,100213620,5298640,C,0,0,0,200,0,5206376
000629.SZ,20200327,100218560,5305627,0,0,B,22500,1000,4266891,5305626
000629.SZ,20200327,100218790,5306041,0,0,B,22500,1100,4266891,5306040
000629.SZ,20200327,100226190,5317375,0,0,S,22400,1100,5317374,2556516
000629.SZ,20200327,100226460,5317725,C,0,0,0,15100,2277676,0
000629.SZ,20200327,100226990,5318475,0,0,B,22500,1500,4266891,5318474
000629.SZ,20200327,100228800,5321307,0,0,B,22500,1100,4266891,5321306
000629.SZ,20200327,100229400,5322079,0,0,S,22400,900,5322078,2556516
000629.SZ,20200327,100229550,5322368,C,0,0,0,17100,0,105213
000629.SZ,20200327,100229550,5322371,C,0,0,0,4000,1321035,0
000629.SZ,20200327,100230990,5324532,0,0,S,22400,2950,5324531,2556516
000629.SZ,20200327,100230990,5324533,0,0,S,22400,450,5324531,2573579
000629.SZ,20200327,100235020,5330889,C,0,0,0,1000,0,2232667
000629.SZ,20200327,100239030,5336552,0,0,B,22500,200,4266891,5336551
000629.SZ,20200327,100239610,5337336,0,0,B,22500,1100,4266891,5337335
000629.SZ,20200327,100246610,5348012,C,0,0,0,4500,4592213,0
000629.SZ,20200327,100248730,5350956,C,0,0,0,24700,5119600,0
000629.SZ,20200327,100250340,5353454,C,0,0,0,35300,412163,0
000629.SZ,20200327,100250760,5354137,0,0,B,22500,1100,4266891,5354136
000629.SZ,20200327,100259440,5367143,C,0,0,0,6800,0,3221121
000629.SZ,20200327,100259550,5367258,0,0,B,22500,61600,4266891,5367257
000629.SZ,20200327,100259550,5367259,0,0,B,22500,100,4321386,5367257
000629.SZ,20200327,100259550,5367260,0,0,B,22500,1000,4325928,5367257
000629.SZ,20200327,100259550,5367261,0,0,B,22500,8700,4340485,5367257
000629.SZ,20200327,100259550,5367262,0,0,B,22500,1600,4356614,5367257
000629.SZ,20200327,100259550,5367263,0,0,B,22500,10000,4357996,5367257
000629.SZ,20200327,100259550,5367264,0,0,B,22500,3000,4401346,5367257
000629.SZ,20200327,100259550,5367265,0,0,B,22500,21100,4429135,5367257
000629.SZ,20200327,100259550,5367266,0,0,B,22500,2300,4434541,5367257
000629.SZ,20200327,100259550,5367267,0,0,B,22500,4300,4435177,5367257
000629.SZ,20200327,100259550,5367268,0,0,B,22500,10000,4446583,5367257
000629.SZ,20200327,100259550,5367269,0,0,B,22500,66300,4479067,5367257
000629.SZ,20200327,100301900,5371065,0,0,B,22500,1200,4479067,5371064
000629.SZ,20200327,100303060,5372667,0,0,B,22500,10000,4479067,5372666
000629.SZ,20200327,100305240,5376413,0,0,S,22400,10450,5376412,2573579
000629.SZ,20200327,100305240,5376414,0,0,S,22400,1900,5376412,2645778
000629.SZ,20200327,100305240,5376415,0,0,S,22400,3200,5376412,2649130
000629.SZ,20200327,100305240,5376416,0,0,S,22400,100,5376412,2685535
000629.SZ,20200327,100305240,5376417,0,0,S,22400,100,5376412,2699509
000629.SZ,20200327,100305240,5376418,0,0,S,22400,2500,5376412,2722094
000629.SZ,20200327,100305240,5376419,0,0,S,22400,1000,5376412,2765735
000629.SZ,20200327,100305240,5376420,0,0,S,22400,1000,5376412,2775956
000629.SZ,20200327,100305240,5376421,0,0,S,22400,2000,5376412,2775970
000629.SZ,20200327,100305240,5376422,0,0,S,22400,2450,5376412,2785936
000629.SZ,20200327,100309300,5382707,C,0,0,0,18500,4775468,0
000629.SZ,20200327,100309480,5382935,C,0,0,0,10000,4829850,0
000629.SZ,20200327,100312860,5388256,0,0,B,22500,900,4479067,5388255
000629.SZ,20200327,100318640,5396787,C,0,0,0,3800,5154593,0
000629.SZ,20200327,100320000,5399188,0,0,B,22500,2000,4479067,5399187
000629.SZ,20200327,100323880,5405417,0,0,B,22500,1200,4479067,5405416
000629.SZ,20200327,100324830,5407259,0,0,B,22500,900,4479067,5407258
000629.SZ,20200327,100327310,5411924,0,0,S,22400,5000,5411923,2785936
000629.SZ,20200327,100332260,5421908,C,0,0,0,10000,5028648,0
000629.SZ,20200327,100335490,5427323,0,0,B,22500,1000,4479067,5427322
000629.SZ,20200327,100345130,5443301,C,0,0,0,6300,0,4621077
000629.SZ,20200327,100345960,5444699,C,0,0,0,800,0,5296803
000629.SZ,20200327,100346560,5445954,0,0,B,22500,1100,4479067,5445953
000629.SZ,20200327,100347560,5447343,0,0,S,22400,3000,5447342,2785936
000629.SZ,20200327,100348050,5448166,C,0,0,0,22800,4813507,0
000629.SZ,20200327,100348710,5449342,C,0,0,0,6700,2550189,0
000629.SZ,20200327,100353280,5456395,C,0,0,0,1300,0,4918206
000629.SZ,20200327,100353300,5456418,0,0,B,22500,5600,4479067,5456417
000629.SZ,20200327,100353300,5456419,0,0,B,22500,6000,4503435,5456417
000629.SZ,20200327,100356430,5461123,0,0,B,22500,2100,4503435,5461122
000629.SZ,20200327,100356430,5461124,0,0,B,22500,1000,4526362,5461122
000629.SZ,20200327,100356430,5461125,0,0,B,22500,10100,4535330,5461122
000629.SZ,20200327,100356430,5461126,0,0,B,22500,800,4555271,5461122
000629.SZ,20200327,100356440,5461134,0,0,B,22500,800,4555271,5461133
000629.SZ,20200327,100357820,5463046,0,0,B,22500,1100,4555271,5463045
000629.SZ,20200327,100402340,5470082,C,0,0,0,1500,0,4583540
000629.SZ,20200327,100407480,5477572,0,0,B,22500,1000,4555271,5477571
000629.SZ,20200327,100408160,5478828,0,0,B,22500,1300,4555271,5478827
000629.SZ,20200327,100408160,5478829,0,0,B,22500,7600,4601327,5478827
000629.SZ,20200327,100408480,5479390,C,0,0,0,14900,921805,0
000629.SZ,20200327,100409080,5480378,C,0,0,0,5000,95177,0
000629.SZ,20200327,100409430,5480850,0,0,B,22500,1100,4601327,5480849
000629.SZ,20200327,100413990,5488152,C,0,0,0,14800,5386492,0
000629.SZ,20200327,100419900,5496936,0,0,B,22500,1000,4601327,5496935
000629.SZ,20200327,100427670,5507694,0,0,B,22500,5000,4601327,5507693
000629.SZ,20200327,100430760,5512210,0,0,B,22500,1200,4601327,5512209
000629.SZ,20200327,100432390,5514786,0,0,B,22500,900,4601327,5514785
000629.SZ,20200327,100440940,5526694,C,0,0,0,5100,0,2969756
000629.SZ,20200327,100441800,5527734,0,0,B,22500,1100,4601327,5527733
000629.SZ,20200327,100445150,5532155,C,0,0,0,900000,5523023,0
000629.SZ,20200327,100452690,5542190,0,0,B,22500,1000,4601327,5542189
000629.SZ,20200327,100459770,5552991,0,0,B,22500,2000,4601327,5552990
000629.SZ,20200327,100500330,5553873,C,0,0,0,4000,5388909,0
000629.SZ,20200327,100503920,5559071,0,0,B,22500,1200,4601327,5559070
000629.SZ,20200327,100507900,5565176,0,0,B,22500,1800,4601327,5565175
000629.SZ,20200327,100509300,5567033,C,0,0,0,1000,0,851666
000629.SZ,20200327,100511160,5569689,0,0,B,22500,1100,4601327,5569688
000629.SZ,20200327,100511160,5569690,0,0,B,22500,100,4622335,5569688
000629.SZ,20200327,100511160,5569691,0,0,B,22500,800,4637383,5569688
000629.SZ,20200327,100511520,5570194,0,0,B,22500,100,4637383,5570193
