time,trade_price,volume
102621890,22400,25100
102630880,22400,2600
102640040,22400,1800
102642140,22400,250
102642140,22400,450
102642140,22400,550
102642140,22400,2600
102643400,22400,750
102643400,22400,1250
102643400,22400,1350
102643400,22400,2300
102652400,22400,50
102652400,22400,1300
102654470,22400,250
102654470,22400,350
102654470,22400,1100
102656160,22400,200
102657970,22400,1250
102657970,22400,5250
102657970,22400,9500
102657990,22400,1300
102722660,22400,300
102756100,22400,400
102756160,22400,1500
102758830,22400,200
102807780,22400,500
102808470,22400,1000
102818360,22400,100
102818920,22400,200
102822040,22400,2250
102822040,22400,5150
102822040,22400,10150
102822040,22400,13150
102822040,22400,17650
102822040,22400,17750
102822040,22400,18550
102822040,22400,20150
102822040,22400,21050
102822040,22400,24050
102822040,22400,26250
102822040,22400,38250
102822040,22400,47000
102836140,22400,1250
102836140,22400,5000
102839030,22500,200
102840050,22400,3700
102846970,22400,1000
102900200,22400,1450
102900200,22400,3200
102912270,22400,1200
102922320,22400,100
102924880,22400,1950
102924880,22400,2050
102924880,22400,2150
102924880,22400,2650
102924880,22400,7650
102924880,22400,7750
102924880,22400,8000
102928510,22400,1650
102928510,22400,4000
102948070,22400,100
103012670,22400,6550
103012670,22400,7850
103012670,22400,8100
103020070,22400,1150
103020070,22400,2900
103032150,22400,2500
103037800,22500,100
103040710,22400,1750
103040710,22400,1850
103040710,22400,3700
103041440,22500,2800
103053750,22400,4000
103107660,22400,300
103108800,22400,1900
103113050,22400,1400
103113440,22400,7500
103115650,22400,2800
103118640,22400,350
103118640,22400,600
103119370,22400,6200
103121880,22400,10000
103121980,22400,3000
103125800,22400,5000
103146050,22400,20000
103159580,22400,3300
103202220,22400,2250
103202220,22400,2500
103223900,22400,1750
103223900,22400,4200
103231150,22400,1550
103231150,22400,4000
103247860,22500,1100
103249830,22400,5550
103249830,22400,25550
103249830,22400,33000
103250290,22400,12550
103250290,22400,12750
103250290,22400,14150
103250290,22400,22000
103251610,22400,1300
103254190,22400,850
103254190,22400,950
103254190,22400,5400
103257690,22400,1000
103257800,22400,500
103258150,22400,3400
103303250,22400,500
103303350,22400,1100
103303370,22400,8000
103303970,22400,500
103306670,22400,150
103306670,22400,600
103309680,22400,2100
103315360,22400,1100
103318570,22400,650
103318570,22400,2300
103324960,22400,2900
103327570,22400,900
103333070,22400,10000
103334040,22500,1100
103340320,22500,8500
103340320,22500,13000
103340320,22500,13500
103340320,22500,18500
103340320,22500,20000
103353470,22500,500
103356570,22400,2700
103412590,22500,7100
103418300,22400,200
103425350,22400,4400
103425470,22400,1000
103428430,22400,1000
103430910,22500,800
103431350,22400,5850
103431350,22400,6800
103439210,22500,300
103451980,22400,3650
103451980,22400,5850
103451980,22400,5950
103451980,22400,6050
103451980,22400,7050
103451980,22400,10050
103451980,22400,10150
103451980,22400,12150
103451980,22400,21250
103451980,22400,21350
103451980,22400,22350
103451980,22400,32350
103451980,22400,40650
103451980,22400,40750
103451980,22400,41750
103451980,22400,60000
103456500,22400,3500
103456720,22400,8600
103520420,22400,3100
103521880,22500,12600
103521880,22500,14600
103521880,22500,24600
103521880,22500,25000
103521880,22500,35000
103521880,22500,45000
103521880,22500,45400
103521880,22500,50700
103526910,22500,800
103529790,22500,16000
103529790,22500,20700
103529790,22500,30700
103529790,22500,42900
103531840,22400,8800
103536880,22500,300
103536880,22500,1300
103536880,22500,2300
103536880,22500,41300
103536880,22500,45400
103536880,22500,48800
103536880,22500,59900
103536880,22500,63900
103536880,22500,71900
103536880,22500,74400
103536880,22500,81000
103536880,22500,84000
103536880,22500,85000
103536880,22500,95000
103536880,22500,97000
103536880,22500,117000
103536880,22500,118000
103536880,22500,118100
103536880,22500,123100
103536880,22500,158400
103536880,22500,158500
103536880,22500,160000
103537710,22400,700
103541920,22500,800
103541920,22500,900
103541920,22500,1000
103541920,22500,25000
103541920,22500,75000
103541920,22500,83700
103541920,22500,90000
103542760,22500,2400
103542920,22400,12300
103543150,22500,300
103544150,22500,200
103546560,22500,800
103546560,22500,1800
103546560,22500,4700
103546560,22500,9000
103547840,22500,4800
103549640,22400,3000
103550650,22500,7900
103550650,22500,8900
103550650,22500,25600
103559470,22400,400
103600020,22400,3900
103604150,22500,100
103610160,22500,500
103611270,22500,4500
103614250,22500,4500
103614270,22500,100
103617440,22500,22100
103619750,22500,1500
103619750,22500,9500
103619750,22500,20000
103624010,22500,2500
103624010,22500,3200
103624010,22500,4000
103625560,22400,700
103627580,22400,5100
103630410,22500,2200
103632550,22500,1900
103632550,22500,2800
103632660,22400,300
103641260,22500,9500
103658590,22400,5400
103702810,22500,5400
103702810,22500,8400
103702810,22500,13000
103702810,22500,18500
103702810,22500,23900
103702810,22500,25900
103702810,22500,29900
103703970,22500,500
103703970,22500,600
103703970,22500,5600
103703970,22500,13900
103703970,22500,14100
103703970,22500,14200
103703970,22500,20200
103703970,22500,23200
103703970,22500,24200
103703970,22500,27200
103703970,22500,32000
103703970,22500,33300
103703970,22500,133600
103703970,22500,137600
103703970,22500,142600
103703970,22500,147600
103703970,22500,148300
103703970,22500,149300
103703970,22500,149800
103703970,22500,150800
103703970,22500,170800
103703970,22500,180800
103703970,22500,263000
103703970,22500,265000
103703970,22500,265500
103703970,22500,266500
103703970,22500,267500
103703970,22500,268000
103703970,22500,275000
103703970,22500,275300
103703970,22500,275400
103703970,22500,277100
103703970,22500,294600
103703970,22500,304600
103703970,22500,309000
103706670,22500,8800
103709630,22500,14200
103715760,22500,8600
103716740,22500,400
103716740,22500,600
103716740,22500,1100
103716740,22500,9900
103716740,22500,10100
103716740,22500,17900
103717330,22500,3700
103717330,22500,11300
103718620,22500,3300
103718620,22500,5700
103719250,22500,1000
103719250,22500,1500
103719250,22500,2800
103720690,22500,2900
103720690,22500,10700
103721620,22500,9700
103726350,22500,2200
103726360,22500,300
103726360,22500,6300
103727160,22500,100
103732420,22500,11300
103732420,22500,14700
103735550,22500,1000
103737350,22500,200
103743150,22500,100
103746390,22600,1000
103757830,22500,2000
103759160,22500,100
103807860,22500,40000
103811760,22500,23800
103815130,22500,100
103822200,22500,3200
103830830,22600,1800
103831150,22500,100
103839040,22500,1000
103840500,22600,2500
103847120,22500,100
103856910,22500,2500
103916950,22600,34700
103916950,22600,44700
103916950,22600,64700
103916950,22600,68700
103916950,22600,69700
103916950,22600,85800
103916950,22600,95800
103916950,22600,96800
103916950,22600,97300
103916950,22600,98200
103916950,22600,99000
103916950,22600,99500
103916950,22600,101800
103916950,22600,111800
103916950,22600,121200
103916950,22600,152200
103916950,22600,212000
103922080,22500,2000
103932990,22500,1100
103945890,22500,900
103951700,22500,2200
103953600,22500,40000
104000140,22500,900
104009130,22600,5000
104011160,22500,2200
104016480,22500,94800
104016480,22500,98000
104016480,22500,147200
104016480,22500,162200
104016480,22500,166700
104016480,22500,176100
104016480,22500,178300
104016480,22500,180500
104016480,22500,192600
104016480,22500,192700
104016480,22500,193700
104016480,22500,193800
104016480,22500,203800
104016480,22500,206300
104016480,22500,241400
104016480,22500,241700
104016480,22500,241900
104016480,22500,251500
104016480,22500,253500
104016480,22500,293500
104016480,22500,294500
104016480,22500,295900
104016480,22500,299400
104016480,22500,300800
104016480,22500,302700
104016480,22500,304000
104016480,22500,305300
104016480,22500,307200
104016480,22500,308300
104016480,22500,310300
104016480,22500,310400
104016480,22500,313400
104016480,22500,318400
104016480,22500,327400
104016480,22500,330400
104016480,22500,332400
104016480,22500,332800
104016480,22500,334800
104016480,22500,336800
104016480,22500,337800
104016480,22500,345500
104016480,22500,375500
104016480,22500,385500
104018870,22500,10000
104021660,22500,4500
104021660,22500,4800
104021660,22500,5800
104021660,22500,8800
104023880,22500,1500
104030750,22500,5100
104031100,22500,5000
104041320,22500,5600
104042320,22500,2500
104042320,22500,6300
104042320,22500,10700
104042320,22500,30100
104042320,22500,31100
104042320,22500,32100
104042660,22400,300
104046680,22500,3000
104049850,22400,100
104051420,22400,100
104051630,22400,3400
104109330,22500,3000
104113420,22400,5400
104125590,22400,600
104131290,22400,8000
104144580,22400,5100
104150270,22500,10200
104157480,22500,10000
104215750,22400,5000
104238700,22400,3500
104246880,22400,4800
104253270,22400,30000
104255410,22500,140700
104258160,22500,200
104258490,22400,200
104310240,22500,19100
104311840,22500,14100
104313890,22500,5100
104315630,22500,162500
104315630,22500,162900
104315630,22500,188000
104315630,22500,198000
104315630,22500,203000
104315630,22500,203400
104315630,22500,205400
104315630,22500,209800
104315630,22500,211100
104315630,22500,213600
104315630,22500,214900
104315630,22500,215100
104315630,22500,215600
104315630,22500,216000
104315630,22500,218500
104315630,22500,219500
104315630,22500,229500
104315630,22500,231100
104315630,22500,236700
104315630,22500,245600
104336160,22500,1700
104346210,22500,1600
104355170,22500,10500
104355780,22500,1600
104356220,22500,6000
104405330,22500,1600
104433430,22500,100
104433430,22500,200
104433430,22500,400
104433430,22500,10000
104512760,22600,100
104515780,22600,1300
104525190,22600,2200
104533590,22600,11600
104533590,22600,20000
104557570,22600,300
104615420,22600,11300
104615420,22600,20000
104618140,22600,400
104630710,22600,900
104630710,22600,2400
104632660,22500,300
104652220,22600,900
104657570,22600,700
104703170,22600,800
104713650,22600,800
104724800,22600,700
104735680,22600,100
104735860,22600,800
104737100,22600,5000
104746780,22600,900
104747800,22600,7800
104747800,22600,10000
104758160,22600,800
104803160,22600,1700
104808570,22600,500
104809720,22600,800
104813600,22600,9100
104819710,22600,1100
104820740,22600,700
104821580,22500,700
104831810,22600,900
104839100,22500,3300
104840820,22600,1100
104842900,22600,800
104845840,22500,1400
104853790,22600,700
104855460,22500,4700
104855460,22500,7900
104855460,22500,10900
104855460,22500,21700
104855460,22500,33300
104857030,22500,700
104901800,22600,10000
104904780,22600,800
104915640,22600,800
104915760,22600,1500
104926760,22600,800
104932070,22500,1100
104934070,22600,5300
104934070,22600,15300
104934070,22600,20900
104934070,22600,30900
104934070,22600,35900
104934070,22600,42700
104934070,22600,44700
104934070,22600,48000
104934180,22600,900
104937810,22600,800
104948870,22600,800
104957140,22500,100
105000010,22600,800
105010650,22600,800
105021940,22600,700
105022340,22600,1000
105033020,22600,900
105039730,22600,600
105039730,22600,4000
105043670,22600,900
105044320,22600,1000
105045980,22600,1000
105047950,22600,24500
105054910,22600,800
105057360,22600,600
105105520,22600,800
105111920,22500,100
105116860,22600,800
105119660,22600,600
105127730,22600,800
105138790,22600,800
105150080,22600,900
105200750,22600,800
105210460,22500,13500
105211850,22600,800
105212120,22500,1000
105222910,22600,700
105234160,22600,900
105237130,22500,300
105244810,22600,800
105255890,22600,700
105306910,22600,900
105312660,22500,300
105317770,22600,800
105328970,22600,800
105339910,22600,300
105339910,22600,800
105344790,22600,4400
105347320,22600,15300
105350720,22600,900
105402160,22600,800
105412780,22600,700
105423960,22600,900
105434900,22600,700
105435080,22500,6000
105445370,22500,2000
105445850,22600,900
105456760,22600,700
105456990,22500,100
105504180,22500,600
105506560,22600,4200
105508800,22600,900
105515420,22500,1100
105519120,22600,10000
105519560,22600,700
105530610,22600,900
105530750,22500,1000
105536310,22500,8500
105536310,22500,10700
105536310,22500,16800
105542000,22600,700
105552850,22600,900
105556330,22500,16100
105556330,22500,16400
105556330,22500,20300
105557620,22600,9100
105603930,22600,800
105614570,22600,29100
105614740,22600,800
105626000,22600,800
105627610,22600,1000
105636800,22600,800
105646190,22500,6100
105646190,22500,7400
105646190,22500,7900
105646190,22500,8000
105646190,22500,12500
105646190,22500,19400
105647810,22600,700
105651030,22600,100
105656320,22600,18700
105656320,22600,28700
105656320,22600,33200
105656320,22600,36200
105656320,22600,36800
105656320,22600,45000
105659120,22600,900
105704420,22600,1800
105709910,22600,800
105712200,22500,700
105719780,22600,1000
105720890,22600,700
105731590,22600,900
105733260,22500,2400
105733260,22500,4400
105733260,22500,4500
105733260,22500,5000
105742930,22600,800
105747630,22500,50
105752780,22500,100
105753650,22600,800
105754470,22500,2000
105804660,22600,900
105815660,22600,700
105826520,22600,900
105837900,22600,800
105848890,22600,800
105859880,22600,700
105902670,22500,300
105903480,22500,2550
105903480,22500,5050
105903480,22500,10050
105903480,22500,19450
105903480,22500,20000
105910710,22600,800
105922070,22600,800
105930830,22600,100
105933190,22600,700
105943810,22600,900
105944180,22500,800
105955160,22600,800
110006300,22600,800
110009150,22500,3650
110009150,22500,5950
110009150,22500,6050
110009150,22500,7450
110009150,22500,21550
110009150,22500,31550
110009150,22500,32300
110016990,22600,900
110027840,22600,800
110038270,22600,100
110038880,22600,800
110050270,22600,800
110101150,22600,800
110108030,22500,1250
110108030,22500,1750
110108030,22500,3550
110108030,22500,3850
110108030,22500,5400
110108170,22500,5150
110108170,22500,6150
110108170,22500,6400
110109640,22600,200
110109640,22600,400
110112100,22600,700
110123780,22600,800
110134370,22500,5500
110134780,22600,800
110135140,22600,1500
110145760,22600,800
110150070,22500,20000
110156790,22600,800
110204230,22500,13000
110207930,22600,900
110209600,22500,600
110218740,22600,800
110229660,22600,700
110232100,22500,5100
110241410,22600,800
110246650,22600,1800
110251780,22600,900
110256360,22600,1000
110257130,22600,1300
110257610,22600,1400
110257630,22600,1200
110257710,22600,1800
110303110,22600,1800
110303200,22500,2900
110303270,22600,800
110303880,22500,1800
110311700,22500,10000
110314030,22600,800
110324750,22600,700
110335740,22600,800
110346900,22600,800
110358140,22600,800
110407640,22500,22250
110407640,22500,25250
110407640,22500,28600
110408920,22600,700
110416990,22600,1000
110419720,22600,800
110430860,22600,700
110435030,22600,100
110441970,22600,900
110452840,22600,800
110457870,22600,100
110459380,22500,10000
110504090,22600,800
110514900,22600,800
110521410,22500,100
110525800,22600,800
110536860,22600,800
110548170,22600,900
110559230,22600,800
110607480,22500,7050
110607480,22500,7700
110608060,22500,100
110610330,22600,800
110617150,22500,1000
110621030,22600,900
110621220,22500,22850
110621220,22500,26650
110621220,22500,28650
110621220,22500,36650
110621220,22500,38550
110621220,22500,65650
110621220,22500,82350
110621220,22500,82450
110621220,22500,83250
110621220,22500,85250
110621220,22500,113250
110621220,22500,123250
110621220,22500,140250
110621220,22500,156450
110621220,22500,158850
110621220,22500,162850
110621220,22500,165050
110621220,22500,181800
110631760,22600,700
110642760,22600,800
110653780,22600,900
110659230,22500,1050
110659230,22500,50000
110705100,22600,900
110708780,22500,600
110716190,22600,800
110727800,22600,800
110738790,22600,800
110741830,22600,2000
110749850,22600,800
110753030,22500,250
110753030,22500,1250
110753030,22500,3000
110755890,22500,3950
110755890,22500,5450
110755890,22500,25450
110755890,22500,45750
110755890,22500,45850
110755890,22500,55850
110755890,22500,58050
110755890,22500,96050
110755890,22500,115650
110755890,22500,119650
110755890,22500,119750
110755890,22500,129750
110755890,22500,146050
110755890,22500,146250
110755890,22500,148250
110755890,22500,158250
110755890,22500,158350
110755890,22500,163350
110755890,22500,173050
110755890,22500,173150
110755890,22500,185350
110755890,22500,185450
110755890,22500,185550
110755890,22500,186650
110755890,22500,360650
110755890,22500,363600
110758600,22500,7050
110758600,22500,7150
110758600,22500,7800
110759150,22500,100
110800960,22600,700
110812210,22600,800
110814080,22500,10000
110816140,22500,6800
110822960,22600,800
110823950,22500,1100
110826030,22500,1350
110826030,22500,2350
110826030,22500,4550
110826030,22500,4950
110826030,22500,5050
110826030,22500,5750
110826030,22500,6450
110826030,22500,7450
110826030,22500,16650
110826030,22500,18850
110826030,22500,19050
110826030,22500,19150
110826030,22500,19250
110826030,22500,21450
110826030,22500,24050
110826030,22500,25150
110826030,22500,25550
110826030,22500,27700
110830100,22500,17850
110830100,22500,19800
110831220,22500,5000
110833490,22500,700
110833780,22600,800
110844890,22600,800
110850010,22500,27950
110850010,22500,42250
110850010,22500,89600
110854770,22500,7000
110855860,22600,900
110857220,22500,18450
110857220,22500,20450
110857220,22500,21850
110857220,22500,26850
110857220,22500,30000
110901390,22500,5300
110903600,22500,1100
110905870,22500,450
110905870,22500,1450
110905870,22500,3650
110905870,22500,3750
110905870,22500,4550
110905870,22500,5000
110906800,22600,300
110906800,22600,800
110916080,22500,1150
110916080,22500,5000
110917700,22600,700
110928700,22600,800
110929580,22600,1100
110929720,22500,300
110933750,22500,850
110933750,22500,1350
110933750,22500,11350
110933750,22500,13350
110933750,22500,20350
110933750,22500,20400
110939100,22500,950
110939100,22500,2550
110939100,22500,2650
110939100,22500,4850
110939100,22500,7050
110939100,22500,7450
110939100,22500,7650
110939100,22500,9650
110939100,22500,9750
110939100,22500,12250
110939100,22500,14350
110939100,22500,19050
110939100,22500,19700
110939740,22600,900
110940140,22500,250
110940140,22500,300
110951180,22600,700
111001890,22600,900
111012860,22600,800
111018820,22500,100
111023580,22600,800
111034690,22600,800
111045840,22600,700
111056680,22600,900
111107730,22600,400
111107730,22600,800
111110380,22600,300
111118880,22600,800
111129580,22600,900
111140810,22600,600
111140810,22600,800
111149090,22500,4850
111149090,22500,8800
111151950,22600,800
111202700,22600,700
111214170,22600,800
111224610,22600,700
111235900,22600,900
111240100,22500,6050
111240100,22500,9150
111240100,22500,10000
111242700,22500,7300
111246990,22600,800
111257630,22600,100
111257630,22600,200
111257630,22600,800
111300960,22500,10000
111308880,22600,900
111319950,22600,500
111319950,22600,700
111330770,22600,800
111341780,22600,800
111353150,22600,800
111403770,22600,900
111414800,22600,800
111426870,22600,800
111437580,22600,800
111448800,22600,800
111455790,22500,1550
111455790,22500,1650
111455790,22500,10000
111458050,22600,700
111458880,22600,1000
111459730,22600,800
111510730,22600,900
111522030,22600,700
111532980,22600,800
111543880,22600,800
111555100,22600,900
111606110,22600,800
111613670,22500,2000
111613760,22500,1100
111614760,22500,1250
111614760,22500,1550
111614760,22500,1750
111614760,22500,1800
111614860,22500,50
111614860,22500,4000
111616780,22600,800
111627720,22600,800
111638680,22600,900
111649840,22600,800
111700760,22600,700
111709230,22500,1250
111709230,22500,7250
111709230,22500,11050
111709230,22500,15000
111711680,22600,800
111715950,22500,2000
111723190,22600,700
111734280,22600,800
111744970,22600,900
111755950,22600,900
111757590,22500,2050
111757590,22500,8000
111757620,22500,850
111757620,22500,1100
111759780,22500,200
111802280,22500,2700
111803530,22500,5200
111804000,22500,700
111806710,22600,800
111806720,22500,200
111807910,22500,150
111807910,22500,300
111810050,22500,800
111812590,22500,1250
111812590,22500,6000
111814930,22500,5250
111814930,22500,5550
111814930,22500,6200
111815900,22500,700
111817920,22600,800
111818600,22500,900
111819320,22500,700
111828950,22600,800
111828950,22500,4300
111839880,22600,800
111842710,22500,2900
111846000,22600,200
111846000,22600,900
111851010,22600,800
111902080,22600,800
111905610,22600,700
111905610,22600,1100
111912850,22600,700
111923320,22500,5000
111924000,22600,900
111926970,22600,200
111934830,22600,700
111945720,22600,900
111956910,22600,800
112007700,22600,800
112018900,22600,700
112024540,22600,100
112030630,22600,800
112035540,22500,1300
112041880,22600,800
112043360,22600,15800
112043360,22600,18800
112043360,22600,19200
112043360,22600,21200
112043360,22600,21400
112043360,22600,32300
112043360,22600,41100
112043360,22600,41600
112043360,22600,42600
112043360,22600,43600
112043360,22600,59100
112043360,22600,73000
112043360,22600,77000
112043360,22600,83000
112043360,22600,83600
112043360,22600,85700
112043360,22600,94300
112045660,22600,1400
112045660,22600,5900
112045660,22600,6900
112045660,22600,7900
112045660,22600,10600
112045660,22600,12600
112045660,22600,16800
112052720,22600,800
112054750,22600,9600
112058870,22600,2800
112102080,22500,10000
112102300,22500,9800
112103610,22600,1800
112103690,22600,700
112104660,22600,13200
112104720,22600,13200
112104930,22600,3700
112104930,22600,4700
112104930,22600,14700
112104930,22600,15100
112104930,22600,17600
112105070,22600,600
112106660,22600,6900
112106660,22600,16900
112106660,22600,22400
112106660,22600,37400
112106660,22600,41600
112106660,22600,47100
112107790,22600,200
112107890,22500,6800
112109600,22600,1500
112110650,22600,8800
112110650,22600,13500
112110650,22600,13700
112110650,22600,15000
112112160,22600,200
112112660,22600,9700
112113820,22600,18104
112113820,22600,20000
112114730,22600,700
112120160,22600,7404
112120160,22600,13200
112121650,22600,4204
112121650,22600,13204
112121650,22600,13304
112121650,22600,20104
112121650,22600,21604
112121650,22600,31604
112121650,22600,36604
112121650,22600,38304
112121650,22600,39304
112121650,22600,59604
112121650,22600,63604
112121650,22600,64104
112121650,22600,65404
112121650,22600,76204
112121650,22600,78704
112121650,22600,80004
112121650,22600,85004
112121650,22600,98304
112121650,22600,102804
112121650,22600,118604
112121650,22600,123604
112121650,22600,124504
112121650,22600,134504
112121650,22600,137504
112121650,22600,155604
112121650,22600,201604
112121650,22600,221604
112121650,22600,231604
112121650,22600,241904
112121650,22600,247904
112121650,22600,361304
112121650,22600,365804
112121650,22600,369104
112121650,22600,370104
112121650,22600,373104
112121650,22600,383104
112121650,22600,385104
112121650,22600,392904
112121650,22600,393004
112121650,22600,393604
112121650,22600,398604
112121650,22600,413204
112121650,22600,423404
112121650,22600,424404
112121650,22600,444404
112121650,22600,446404
112121650,22600,451404
112121650,22600,456004
112121650,22600,459004
112121650,22600,474004
112121650,22600,494304
112121650,22600,504304
112121650,22600,506304
112121650,22600,516304
112121650,22600,529304
112121650,22600,539304
112121650,22600,551704
112121650,22600,559104
112121650,22600,569104
112121650,22600,580904
112121650,22600,582904
112121650,22600,592904
112121650,22600,596104
112121650,22600,601104
112121650,22600,603104
112121650,22600,608304
112121650,22600,622904
112121650,22600,629204
112121650,22600,660204
112121650,22600,662204
112121650,22600,667204
112121650,22600,692004
112121650,22600,812004
112121650,22600,817004
112121650,22600,823004
112121650,22600,825004
112121650,22600,827504
112121650,22600,837504
112121650,22600,847504
112121650,22600,848604
112121650,22600,848904
112121650,22600,849104
112121650,22600,859104
112121650,22600,862904
112121650,22600,863404
112121650,22600,863704
112121650,22600,882304
112121650,22600,884304
112121650,22600,894204
112121650,22600,948704
112121650,22600,949704
112121650,22600,959704
112121650,22600,967704
112121650,22600,968204
112121650,22600,999900
112121660,22600,18304
112121660,22600,19104
112121660,22600,69004
112121660,22600,73004
112121660,22600,83004
112121660,22600,83104
112121660,22600,83204
112121660,22600,106104
112121660,22600,107513
112121660,22600,132313
112121660,22600,132713
112121660,22600,133013
112121660,22600,136813
112121660,22600,139813
112121660,22600,218713
112121660,22600,228713
112121660,22600,233713
112121660,22600,240613
112121660,22600,280613
112121660,22600,333413
112121660,22600,348813
112121660,22600,353513
112121660,22600,403513
112121660,22600,404013
112121660,22600,404513
112121660,22600,405513
112121660,22600,408613
112121660,22600,418600
112121690,22600,13
112121690,22700,7200
112121800,22700,18800
112124660,22700,3200
112125960,22700,800
112136910,22700,700
112137150,22700,5000
112141320,22600,200
112141320,22600,300
112141320,22600,600
112141320,22600,2700
112141320,22600,4500
112141320,22600,6700
112141320,22600,9100
112141320,22600,12300
112141320,22600,12500
112141320,22600,12600
112141320,22600,14000
112147880,22700,800
112148790,22700,2400
112154970,22600,5000
112159030,22700,800
112204920,22700,800
112205300,22600,8200
112205300,22600,9800
112205300,22600,11900
112205300,22600,12800
112205300,22600,19000
112205300,22600,20300
112205300,22600,24300
112205300,22600,25400
112205300,22600,68100
112205300,22600,71600
112205300,22600,216500
112205300,22600,241500
112205300,22600,243500
112205300,22600,244200
112205300,22600,262800
112205300,22600,267800
112205300,22600,301300
112205300,22600,311300
112205300,22600,321300
112205300,22600,324400
112205300,22600,328100
112205300,22600,336200
112205300,22600,342300
112205300,22600,350700
112205310,22600,1000
112205310,22600,2000
112205310,22600,4100
112205310,22600,4800
112205310,22600,1600
112205610,22600,20000
112206190,22600,10000
112206670,22600,15000
112206810,22600,7500
112206940,22600,7500
112207000,22600,500
112207420,22600,12700
112207770,22600,5000
112207820,22500,100
112207820,22500,3100
112208690,22600,3800
112209590,22600,100
112210020,22600,800
112210340,22600,4200
112210800,22600,2000
112211660,22600,1800
112211870,22600,7500
112211960,22600,1000
112212770,22600,7500
112212800,22600,10000
112212810,22600,1500
112213240,22600,100
112213320,22600,100
112213330,22600,100
112215270,22600,4900
112215290,22600,2900
112215290,22600,5200
112215310,22600,5000
112215580,22600,1600
112215580,22600,3300
112215580,22600,1100
112215580,22600,4800
112215690,22600,7200
112216410,22600,200
112217020,22600,18600
112217020,22600,23900
112217830,22700,10000
112220820,22600,12000
112221530,22700,900
112225830,22700,1900
112227980,22700,1100
112228860,22700,1900
112229390,22600,1600
112231870,22700,800
112233100,22700,10000
112236220,22700,700
112239450,22700,400
112239510,22700,1500
112239510,22700,1900
112242890,22700,900
112244380,22700,2400
112247450,22700,1100
112250520,22700,1200
112253240,22700,1200
112253600,22700,800
112254240,22700,1100
112258460,22700,900
112258460,22700,1900
112258460,22700,16900
112258460,22700,17300
112258460,22700,17600
112258460,22700,17800
112258460,22700,30000
112259300,22700,1200
112300150,22700,1100
112304710,22700,900
112311230,22600,3000
112311650,22700,1200
112315930,22700,800
112318680,22700,2600
112318680,22700,28100
112318680,22700,38100
112318680,22700,39600
112318680,22700,49800
112318680,22700,63100
112318680,22700,83100
112318680,22700,87200
112318680,22700,92200
112318680,22700,112300
112318680,22700,112900
112318680,22700,136000
112318680,22700,146000
112318680,22700,237500
112318680,22700,284200
112321390,22600,1100
112321650,22600,2400
112322130,22700,800
112323270,22700,400
112327150,22700,700
112328720,22700,1000
112335340,22700,14700
112335340,22700,15700
112335340,22700,16700
112335340,22700,19700
112335340,22700,21700
112335340,22700,22700
112335340,22700,70300
112335340,22700,71300
112335340,22700,75100
112335340,22700,76100
112335340,22700,176100
112335340,22700,206100
112335340,22700,209100
112335340,22700,218700
112335340,22700,228500
112335340,22700,228800
112335340,22700,233800
112335340,22700,238300
112335340,22700,239400
112335340,22700,249400
112335340,22700,259400
112335340,22700,289400
112335340,22700,321000
112337640,22700,900
112337930,22700,38200
112338410,22600,7400
112338900,22600,700
112343110,22700,6800
112344410,22600,2400
112348890,22700,800
112354310,22700,5000
112357810,22700,7700
112357810,22700,19100
112357810,22700,23100
112357810,22700,27200
112357810,22700,30000
112359980,22700,700
112400940,22700,2400
112410800,22700,800
112411960,22700,1100
112414360,22700,2400
112417060,22700,19800
112417060,22700,21100
112417180,22700,2200
112418580,22700,11500
112418580,22700,13500
112418580,22700,17100
112418580,22700,19100
112418580,22700,19400
112418580,22700,29400
112418580,22700,49400
112418580,22700,54400
112418580,22700,63400
112418580,22700,69700
112418580,22700,72500
112418580,22700,73300
112418580,22700,74300
112418580,22700,93300
112418580,22700,96300
112418580,22700,98300
112418580,22700,98700
112418580,22700,116700
112418580,22700,117700
112418580,22700,144700
112418580,22700,145700
112418580,22700,147900
112418580,22700,157900
112418580,22700,167900
112418580,22700,170400
112418580,22700,200000
112419100,22700,1100
112419540,22600,2400
112420100,22700,1200
112421870,22700,800
112423450,22700,1200
112425880,22600,2600
112426820,22700,6500
112429470,22700,2400
112431800,22700,100
112432680,22700,800
112442340,22700,1900
112442350,22700,1100
112443820,22700,900
112444090,22700,2200
112444300,22700,200
112444300,22700,500
112444300,22700,10500
112444300,22700,60500
112444300,22700,63500
112444300,22700,67800
112444300,22700,72800
112444300,22700,96800
112444300,22700,104000
112444300,22700,113500
112444300,22700,183500
112444300,22700,186500
112444300,22700,186600
112444300,22700,206600
112444300,22700,209400
112444300,22700,209500
112444300,22700,210200
112444300,22700,220200
112444300,22700,221000
112445710,22700,100
112446640,22700,2200
112446960,22700,1500
112446960,22700,6500
112446960,22700,8000
112448010,22700,3600
112448560,22700,7700
112451690,22700,1100
112451690,22700,5000
112451700,22700,4200
112451700,22700,1100
112452340,22700,10000
112453140,22700,8600
112454860,22600,100
112454880,22700,800
112457000,22700,1100
112457000,22700,2100
112457000,22700,15000
112457170,22700,22100
112458950,22700,10000
112500620,22700,5000
112500620,22700,5100
112501010,22700,100
112501010,22700,200
112502050,22700,1900
112502050,22700,7000
112503390,22700,3900
112503390,22700,13900
112503390,22700,23900
112503390,22700,27000
112505770,22700,800
112512980,22700,2400
112516860,22700,800
