time,trade_price,volume
95244320,22500,1200
95250640,22500,2000
95255070,22500,1200
95305050,22500,1000
95306190,22500,900
95308240,22400,27000
95311280,22500,100
95317330,22500,1100
95322490,22500,3000
95326930,22500,111400
95328290,22500,1200
95333350,22500,100
95335660,22400,39650
95335660,22400,44650
95335660,22400,45650
95335660,22400,55650
95335660,22400,65650
95335660,22400,69250
95335660,22400,69400
95336650,22500,10000
95339420,22500,1100
95340220,22500,10000
95350200,22500,1100
95351150,22500,600
95352210,22400,4650
95352210,22400,5950
95352210,22400,6950
95352210,22400,16950
95352210,22400,17450
95352210,22400,20600
95401320,22500,1100
95406650,22400,1850
95406650,22400,7450
95406650,22400,10200
95412540,22500,1000
95423100,22500,1100
95434240,22500,1000
95434710,22500,100
95445860,22500,1100
95449020,22500,3700
95455390,22500,2100
95456580,22500,1100
95507460,22500,1100
95514840,22400,1000
95518600,22500,1000
95519770,22500,100
95529380,22500,1100
95538100,22400,5200
95540620,22500,1000
95545420,22500,3600
95546680,22500,1900
95547990,22500,4000
95548010,22500,20000
95551330,22500,1000
95551570,22500,1100
95601440,22400,9550
95601440,22400,14550
95601440,22400,14650
95601440,22400,20000
95602710,22500,1100
95606820,22500,400
95608350,22500,100
95613440,22500,1200
95621540,22500,200
95622700,22400,3600
95624050,22500,100
95624420,22500,1000
95632630,22500,900
95635230,22500,1000
95646320,22500,1100
95657140,22500,23400
95657510,22500,1000
95659050,22500,10000
95659510,22500,2200
95708760,22500,1200
95713490,22400,700
95717670,22500,1000
95720520,22500,1000
95722890,22500,5000
95722970,22500,1200
95724310,22400,100
95727980,22400,250
95727980,22400,2250
95727980,22400,7250
95727980,22400,10000
95731360,22500,1100
95732280,22500,5900
95732640,22500,600
95735910,22500,5000
95742690,22500,900
95753700,22500,1100
95804380,22400,250
95804380,22400,30250
95804380,22400,32450
95804380,22400,35450
95804380,22400,42150
95804380,22400,51650
95804380,22400,55150
95804380,22400,65250
95804380,22400,82950
95804380,22400,92950
95804380,22400,101850
95804380,22400,106850
95804380,22400,108350
95804380,22400,109350
95804380,22400,119350
95804380,22400,121550
95804380,22400,147550
95804380,22400,150000
95804780,22500,1000
95815580,22500,1000
95817280,22500,4400
95826600,22500,1000
95831260,22400,1100
95831930,22500,10000
95833030,22500,200
95834930,22400,1100
95837680,22500,1100
95839980,22400,1100
95841460,22400,1100
95848440,22500,1200
95859490,22500,1100
95909510,22500,1000
95910640,22500,1200
95922270,22500,1200
95922310,22400,8350
95922310,22400,16350
95922310,22400,21350
95922310,22400,23950
95922310,22400,25000
95928230,22400,650
95928230,22400,2650
95928230,22400,16000
95930970,22500,200
95932340,22500,1000
95932820,22500,1000
95942410,22500,1800
95944060,22500,1100
95946450,22500,4000
95951060,22500,3500
95954960,22500,1200
95956660,22500,100
100000950,22400,6650
100000950,22400,6850
100000950,22400,10000
100002060,22500,2000
100005580,22500,800
100005850,22500,1100
100009020,22400,10000
100009200,22500,300
100011200,22500,1000
100016960,22500,1100
100021570,22500,1000
100027430,22500,1200
100035380,22500,400
100037100,22500,3800
100038470,22500,1000
100049640,22500,1000
100058420,22500,1500
100100070,22500,200
100100580,22500,1200
100111140,22400,1000
100111530,22500,1100
100118710,22500,100
100122840,22500,1100
100126800,22400,1100
100127800,22500,4400
100129690,22400,1200
100133540,22500,1000
100143310,22400,1100
100144680,22500,1100
100145170,22400,1100
100153340,22500,200
100155660,22500,1100
100201830,22400,500
100203920,22400,1100
100207620,22500,1200
100209960,22400,900
100218560,22500,1000
100218790,22500,1100
100226190,22400,1100
100226990,22500,1500
100228800,22500,1100
100229400,22400,900
100230990,22400,2950
100230990,22400,3400
100239030,22500,200
100239610,22500,1100
100250760,22500,1100
100259550,22500,61600
100259550,22500,61700
100259550,22500,62700
100259550,22500,71400
100259550,22500,73000
100259550,22500,83000
100259550,22500,86000
100259550,22500,107100
100259550,22500,109400
100259550,22500,113700
100259550,22500,123700
100259550,22500,190000
100301900,22500,1200
100303060,22500,10000
100305240,22400,10450
100305240,22400,12350
100305240,22400,15550
100305240,22400,15650
100305240,22400,15750
100305240,22400,18250
100305240,22400,19250
100305240,22400,20250
100305240,22400,22250
100305240,22400,24700
100312860,22500,900
100320000,22500,2000
100323880,22500,1200
100324830,22500,900
100327310,22400,5000
100335490,22500,1000
100346560,22500,1100
100347560,22400,3000
100353300,22500,5600
100353300,22500,11600
100356430,22500,2100
100356430,22500,3100
100356430,22500,13200
100356430,22500,14000
100356440,22500,800
100357820,22500,1100
100407480,22500,1000
100408160,22500,1300
100408160,22500,8900
100409430,22500,1100
100419900,22500,1000
100427670,22500,5000
100430760,22500,1200
100432390,22500,900
100441800,22500,1100
100452690,22500,1000
100459770,22500,2000
100503920,22500,1200
100507900,22500,1800
100511160,22500,1100
100511160,22500,1200
100511160,22500,2000
100511520,22500,100
100514690,22500,1200
100516690,22500,1200
100516690,22500,3200
100516690,22500,18200
100516690,22500,28500
100525910,22500,1000
100531660,22500,300
100533150,22500,200
100536680,22500,200
100536680,22500,1000
100538970,22400,100
100542320,22400,1400
100543830,22400,1300
100547960,22500,1100
100558970,22500,1000
100559150,22400,8650
100559150,22400,13950
100559150,22400,14350
100559150,22400,19000
100601320,22500,300
100605980,22500,1800
100605980,22500,13900
100609910,22500,1100
100610790,22400,1000
100612100,22500,5000
100613720,22400,1100
100617780,22500,1000
100620000,22400,700
100620580,22500,1100
100624340,22400,2550
100624340,22400,2650
100624340,22400,4000
100631800,22500,1000
100640200,22500,8000
100641020,22500,1300
100642580,22500,1100
100644630,22400,1100
100646210,22400,1100
100647870,22400,1100
100650180,22400,1100
100652700,22400,1000
100654000,22500,1100
100656990,22400,4000
100704930,22500,1100
100705340,22500,4500
100707030,22400,900
100711150,22400,9900
100712750,22500,500
100715480,22500,2300
100715540,22500,1100
100718610,22500,100
100726790,22500,1100
100741860,22500,1100
100742920,22500,400
100742920,22500,10100
100742920,22500,20300
100742920,22500,26300
100742920,22500,26900
100745700,22500,5000
100748200,22500,3000
100748200,22500,4000
100748200,22500,6700
100748200,22500,7000
100748200,22500,13000
100748200,22500,18300
100748200,22500,20000
100749470,22500,1000
100759800,22500,1100
100806170,22500,1000
100810990,22500,1100
100821730,22500,1100
100832480,22500,1200
100835470,22500,5300
100835470,22500,8800
100843430,22500,1500
100843430,22500,2000
100843730,22500,900
100846080,22500,300
100853120,22500,100
100854630,22500,1200
100905200,22500,800
100905940,22500,1000
100906020,22500,5400
100906300,22500,1100
100916970,22500,1100
100922770,22500,8100
100922770,22500,8900
100922770,22500,10000
100927910,22500,1100
100938450,22500,1100
100939330,22400,15000
100940190,22500,100
100942400,22500,1400
100944370,22400,1100
100949940,22500,1100
100953350,22400,2800
100956310,22400,6350
100956310,22400,6450
100956310,22400,6700
101000700,22500,1000
101003530,22500,400
101005380,22400,750
101005380,22400,1200
101012030,22500,1100
101017380,22400,550
101017380,22400,8300
101020180,22400,1000
101022920,22500,1000
101034510,22500,600
101034510,22500,1200
101040830,22400,5000
101045490,22500,400
101045490,22500,1100
101056890,22500,1100
101101530,22400,1200
101106250,22500,700
101107660,22500,1100
101118920,22500,1100
101120960,22500,3300
101120960,22500,13300
101120960,22500,17700
101124110,22500,600
101124110,22500,5600
101124110,22500,10900
101124110,22500,11400
101124110,22500,17700
101129200,22500,500
101129640,22500,1100
101140730,22500,1000
101140830,22400,3700
101142250,22400,10000
101147280,22400,800
101147620,22500,500
101148030,22500,200
101151810,22500,1100
101202580,22500,300
101202580,22500,1100
101212970,22500,200
101212970,22500,8400
101212970,22500,23500
101212970,22500,24800
101213880,22500,1100
101221310,22500,200
101225020,22500,1000
101235550,22500,900
101235550,22500,1200
101247010,22500,1100
101257920,22500,1000
101308980,22500,1000
101319850,22500,1000
101328700,22400,1100
101330340,22400,1200
101330360,22400,1100
101330690,22500,1200
101332770,22400,1100
101333780,22400,900
101336170,22500,500
101337830,22400,9500
101340230,22400,1100
101341850,22500,1100
101345240,22400,900
101345480,22400,1200
101348030,22400,1100
101353050,22500,1200
101402310,22500,2000
101403920,22500,1100
101413330,22500,1500
101414690,22500,1100
101421950,22500,200
101425550,22500,1000
101432680,22400,10400
101436810,22500,1100
101436870,22400,600
101441220,22500,2200
101443330,22400,1300
101447920,22500,1000
101458630,22500,1100
101500460,22500,100
101504040,22500,400
101505230,22400,100
101507390,22400,1200
101509910,22500,1100
101510000,22500,600
101513040,22500,600
101520600,22500,500
101522000,22500,200
101524760,22500,1200
101528000,22500,600
101548900,22500,2000
101552010,22500,1000
101557170,22400,100
101600350,22500,200
101603210,22400,1800
101606940,22500,1000
101610770,22500,500
101613070,22500,300
101627380,22500,2300
101630960,22500,1100
101633210,22500,400
101637020,22500,200
101655310,22400,2400
101655410,22400,1200
101655430,22500,100
101656080,22400,2100
101657660,22400,4600
101658020,22500,2900
101700380,22500,1400
101700990,22500,1000
101701030,22500,200
101711160,22400,2600
101717330,22500,11200
101717330,22500,11300
101717330,22500,11800
101717330,22500,13900
101717330,22500,18400
101717330,22500,20400
101717330,22500,28400
101717330,22500,28800
101717330,22500,29300
101717330,22500,29400
101717330,22500,50000
101722610,22400,1300
101722650,22400,200
101733780,22400,2600
101744710,22400,5100
101744760,22400,2600
101750050,22400,1300
101752610,22400,100
101757790,22500,200
101800040,22400,1200
101802930,22400,1200
101809980,22400,8000
101810010,22400,8000
101810240,22400,6100
101812640,22400,3100
101812820,22400,1100
101817280,22400,1100
101818820,22400,7400
101821530,22400,5000
101821760,22400,8000
101825380,22400,8000
101826120,22400,2000
101828570,22500,9100
101828680,22500,1000
101833540,22500,1900
101845930,22400,200
101846070,22400,3700
101900610,22400,8800
101903730,22500,100
101909250,22400,8700
101922990,22500,300
101931420,22400,8150
101931420,22400,8550
101931420,22400,13600
101932600,22400,2000
101935930,22500,10000
102000560,22500,3100
102000560,22500,10000
102006100,22500,200
102009890,22400,100
102022330,22400,650
102022330,22400,1100
102035370,22400,9550
102035370,22400,36550
102035370,22400,41550
102035370,22400,45750
102035370,22400,45950
102035370,22400,49950
102035370,22400,52550
102035370,22400,52850
102035370,22400,60000
102051190,22400,850
102051190,22400,5750
102051190,22400,21250
102051190,22400,23450
102051190,22400,30550
102051190,22400,33750
102051190,22400,40550
102051190,22400,60000
102052000,22400,5000
102056600,22400,5550
102056600,22400,6050
102056600,22400,6850
102056600,22400,9500
102102100,22500,2700
102103370,22400,7350
102103370,22400,7450
102103370,22400,8250
102103370,22400,10250
102103370,22400,15250
102103370,22400,25250
102103370,22400,27150
102103370,22400,43000
102106920,22400,1150
102106920,22400,1650
102106920,22400,9100
102115020,22400,9900
102210580,22400,1200
102218030,22500,300
102222660,22400,300
102225100,22500,700
102242690,22400,1000
102253040,22400,3050
102253040,22400,3250
102253040,22400,4750
102253040,22400,10350
102253040,22400,10650
102253040,22400,10750
102253040,22400,10850
102253040,22400,11850
102253040,22400,15850
102253040,22400,17100
102255930,22400,750
102255930,22400,1550
102255930,22400,8700
102256690,22400,7650
102256690,22400,20000
102258590,22400,2150
102258590,22400,2900
102304440,22400,9250
102304440,22400,9950
102304440,22400,10050
102304440,22400,12550
102304440,22400,13550
102304440,22400,20000
102317240,22500,2000
102345120,22400,2200
102358720,22400,8000
102359240,22500,9300
102359240,22500,14300
102359240,22500,32800
102359240,22500,36800
102359240,22500,47700
102359240,22500,50000
102401750,22500,1100
102402580,22400,3850
102402580,22400,9100
102423040,22500,1100
102430810,22400,2000
102442850,22400,1600
102447090,22400,1950
102447090,22400,4150
102447090,22400,5150
102447090,22400,6350
102447090,22400,10500
102500510,22400,50
102500510,22400,150
102500510,22400,5700
102519190,22400,1300
102524480,22400,1300
102535740,22400,2600
102546460,22400,1300
102557590,22400,2600
102559250,22400,3500
102600400,22500,100
102608330,22400,1850
102608330,22400,2600
102612460,22500,1600
102618320,22400,250
102618320,22400,2000
102619850,22400,2600
102621890,22400,5650
102621890,22400,12650
102621890,22400,13150
102621890,22400,16150
102621890,22400,16750
