,time,order,order_kind,function_code,order_price,order_volume
2213,93927740,2659569,0,B,22300,10000
2214,93929290,2665303,0,B,22500,2000
2215,93930510,2668369,0,B,22500,1100
2216,93931900,2673603,0,B,22400,200
2217,93932010,2673886,0,S,23100,5000
2218,93933170,2676546,0,S,23000,3000
2219,93935170,2682905,0,S,22500,4700
2220,93935290,2683156,0,B,22500,1100
2221,93936270,2685535,0,B,22400,100
2222,93938710,2693024,0,B,22500,1600
2223,93938720,2693050,0,B,22500,12400
2224,93939630,2695019,0,B,22500,26100
2225,93940650,2698545,0,S,22600,88100
2226,93941030,2699509,0,B,22400,100
2227,93941510,2700576,0,B,21500,1000
2228,93941610,2700761,0,S,22500,4800
2229,93941770,2701172,0,B,22500,1100
2230,93942000,2701712,0,B,22500,5000
2231,93942950,2703978,0,B,22000,10000
2232,93943050,2704280,0,B,22200,1100
2233,93943700,2706611,0,B,22400,10000
2234,93945110,2709651,0,S,22400,28900
2235,93945330,2710123,0,B,22500,1100
2236,93945440,2710326,0,S,24800,13000
2237,93947940,2716315,0,S,23000,500
2238,93949550,2720549,0,S,22900,1000
2239,93949670,2720846,0,B,22500,2600
2240,93950200,2722094,0,B,22400,2500
2241,93952730,2728179,0,B,22500,1000
2242,93954200,2731405,0,B,22000,100
2243,93954350,2731725,0,B,21600,4000
2244,93954540,2732110,0,S,22500,4000
2245,93955270,2734192,0,B,22500,500
2246,93956130,2736556,0,B,22500,500
2247,93956530,2737606,0,S,23100,10000
2248,93957470,2740105,0,S,24800,1300
2249,93957470,2740115,0,B,22700,2600
2250,93959890,2747334,0,B,22500,5000
2251,94000160,2748259,0,S,22900,50000
2252,94001760,2755036,0,B,22500,5000
2253,94002000,2755645,0,B,22500,10000
2254,94002940,2758274,0,B,22400,1000
2255,94003710,2760710,0,B,22500,2000
2256,94003710,2760718,0,B,22500,2000
2257,94003810,2761085,0,B,22500,1100
2258,94005090,2765735,0,B,22400,1000
2259,94005180,2766001,0,S,24300,1200
2260,94005460,2766671,0,S,24000,2500
2261,94005640,2767152,0,S,22400,13400
2262,94006170,2768581,0,B,22300,1000
2263,94006250,2768826,0,B,22400,12800
2264,94006700,2770042,0,B,22400,1600
2265,94008600,2775956,0,B,22400,1000
2266,94008610,2775970,0,B,22400,2000
2267,94010640,2782535,0,B,21000,1000
2268,94011910,2785738,0,S,22500,9500
2269,94012000,2785936,0,B,22400,21900
2270,94012460,2787191,0,B,22100,10000
2271,94012990,2788942,0,S,23100,500
2272,94014390,2793520,0,B,22500,1000
2273,94015060,2795175,0,S,23500,2000
2274,94015780,2797355,0,B,22400,5300
2275,94016750,2801311,0,S,22500,31900
2276,94018440,2806235,0,S,22400,5700
2277,94019560,2811206,0,S,22400,1200
2278,94020610,2814407,0,B,22300,19600
2279,94020790,2814938,0,S,22400,100
2280,94020830,2815071,0,B,22200,300
2281,94022180,2819601,0,S,24800,4000
2282,94024350,2826058,0,S,20300,1200
2283,94024680,2827274,0,S,22500,160900
2284,94025460,2830473,0,B,22500,1100
2285,94026170,2832398,0,B,22500,10000
2286,94026520,2833321,0,S,22600,100
2287,94027910,2836764,0,S,23200,17600
2288,94028040,2837199,0,S,23600,2000
2289,94030550,2843723,1,S,0,1100
2290,94031700,2847607,0,B,21700,1000
2291,94032630,2849771,0,S,22700,30000
2292,94032810,2850182,0,B,20800,5000
2293,94032940,2850526,0,B,21000,100
2294,94033060,2850780,0,B,23000,2200
2295,94033820,2852628,0,B,22400,400
2296,94034730,2855276,0,S,23800,3000
2297,94036020,2857964,0,S,23000,500
2298,94036490,2859104,0,B,22300,5300
2299,94036550,2859342,0,B,22500,1100
2300,94037350,2861666,0,S,22500,24100
2301,94038120,2863493,0,S,23700,3000
2302,94038360,2863970,0,S,22400,6300
2303,94041360,2870925,0,B,22400,10000
2304,94042030,2872255,0,B,22400,100
2305,94044320,2877932,0,S,24800,100
2306,94046260,2882425,0,B,22400,46800
2307,94047520,2885196,0,B,22500,1200
2308,94047800,2885834,0,S,22500,15000
2309,94048090,2886435,0,S,22700,3000
2310,94048660,2888109,0,B,22300,1000
2311,94048770,2888437,0,B,22400,100
2312,94050450,2892877,0,B,22400,10000
2313,94050930,2894091,0,S,22800,27000
2314,94051430,2895104,0,S,24500,500
2315,94051620,2895579,0,B,22800,100
2316,94051770,2895959,0,B,22400,1000
2317,94052870,2899224,0,B,22500,23000
2318,94053310,2900102,0,S,23800,3000
2319,94053350,2900175,0,B,22100,10000
2320,94053890,2901370,0,B,22200,10000
2321,94054160,2901964,0,S,22700,100000
2322,94055270,2905122,0,B,22500,29400
2323,94055310,2905255,0,S,24000,100000
2324,94056020,2907014,0,B,22400,5000
2325,94057460,2909901,0,B,20600,1300
2326,94058170,2911940,0,B,22300,10000
2327,94058200,2912065,0,S,23400,12500
2328,94058220,2912158,0,B,22500,1000
2329,94059040,2914185,0,S,23100,5000
2330,94059190,2914496,0,B,22400,1000
2331,94100470,2917408,0,B,22400,180000
2332,94100610,2917731,0,B,22500,200
2333,94100630,2917787,0,B,22500,2300
2334,94100650,2917867,0,B,22400,400
2335,94100910,2918578,0,S,22400,94700
2336,94102070,2921814,0,B,22100,10000
2337,94102540,2922852,0,B,22500,5000
2338,94103240,2924231,0,S,22500,1000
2339,94103670,2925233,0,B,22500,800
2340,94103680,2925258,0,B,22500,2900
2341,94103710,2925327,0,B,22500,2000
2342,94103930,2925866,0,B,22000,1000
2343,94104160,2926447,0,B,22500,1000
2344,94104800,2928091,0,B,22500,5000
2345,94105520,2929559,0,B,22400,500
2346,94106480,2931390,0,B,22100,1000
2347,94106600,2931691,0,B,22500,9200
2348,94106630,2931755,0,B,22500,100
2349,94106640,2931767,0,B,22500,200
2350,94106690,2931899,0,B,22500,2100
2351,94107470,2934003,0,S,22600,300
2352,94107470,2934004,0,S,22600,400
2353,94107470,2934006,0,S,22600,300
2354,94107480,2934013,0,S,22600,300
2355,94107480,2934015,0,S,22600,500
2356,94107520,2934113,0,S,22600,800
2357,94107720,2934540,0,S,22500,300
2358,94107930,2935025,0,S,22600,600
2359,94107950,2935056,0,S,22600,400
2360,94107960,2935087,0,S,22600,400
2361,94107960,2935089,0,S,22600,2400
2362,94108280,2935706,0,B,22500,9000
2363,94108830,2936848,0,S,22600,5000
2364,94108900,2936972,0,S,24000,4000
2365,94109080,2937334,0,S,22600,6800
2366,94109170,2937556,0,B,22600,1100
2367,94109840,2939004,0,B,22500,100
2368,94109920,2939172,0,B,22500,1600
2369,94110740,2941381,0,B,22500,200
2370,94111120,2942076,0,B,20600,600
2371,94111770,2943537,0,S,22500,9600
2372,94112140,2944274,0,B,22400,7800
2373,94112780,2945800,0,S,22500,100
2374,94112800,2945854,0,S,22500,1300
2375,94113590,2947920,0,S,22700,9600
2376,94114060,2948904,0,S,22500,50000
2377,94114740,2950219,0,S,23300,200
2378,94116220,2953503,0,S,22400,39400
2379,94116470,2954144,0,S,22600,600
2380,94116830,2955127,0,S,22700,5000
2381,94120170,2962398,0,B,22500,1200
2382,94120220,2962495,0,S,22400,1900
2383,94120510,2963225,0,S,22500,142800
2384,94120780,2963682,0,S,23000,2600
2385,94121200,2964461,0,S,22700,1600
2386,94122300,2967310,0,B,22200,1000
2387,94123500,2969756,0,B,22300,5100
2388,94124280,2971332,0,S,23300,2700
2389,94124520,2971764,0,B,22400,1000
2390,94127000,2978238,0,B,22500,1000
2391,94127530,2979207,0,S,24700,10000
2392,94127970,2980515,0,B,21200,300
2393,94128820,2982890,0,B,22400,1200
2394,94131190,2989202,0,B,22500,1100
2395,94133980,2995566,0,S,24800,9100
2396,94134310,2996517,0,S,22700,9800
2397,94134970,2997906,0,S,22400,2200
2398,94135400,2998813,0,S,22500,300
2399,94136800,3001792,0,B,22500,10000
2400,94138460,3005781,0,B,22400,900
2401,94140570,3010479,0,S,24700,50000
2402,94141140,3011648,0,S,22300,2000
2403,94142420,3013978,0,B,22500,1200
2404,94142660,3014464,0,S,22500,200
2405,94142680,3014522,0,S,22400,16000
2406,94144550,3018531,0,S,22900,1000
2407,94146540,3022780,0,S,23200,1400
2408,94146700,3023052,0,B,21000,2000
2409,94147350,3024255,0,B,22400,5000
2410,94147590,3024694,0,B,21500,1000
2411,94148220,3025927,0,B,22500,2000
2412,94153570,3037297,0,B,22500,1000
2413,94153730,3037618,0,B,22300,65400
2414,94155940,3042228,0,B,20300,1000
2415,94158040,3046702,0,S,22400,10000
2416,94159400,3049526,0,B,22300,36300
2417,94159460,3049646,0,S,22800,2500
2418,94159930,3050608,0,S,22700,300
2419,94200490,3051773,0,S,23500,1300
2420,94200910,3052941,0,B,22400,10000
2421,94201250,3053926,0,B,22300,13100
2422,94201460,3054533,0,S,22500,5000
2423,94202220,3056136,0,B,22500,4500
2424,94202560,3056712,0,S,24800,10000
2425,94202620,3056824,0,B,22200,7100
2426,94203710,3058991,0,B,22500,400
2427,94204570,3061287,0,B,22500,1000
2428,94205160,3062450,0,B,22400,27000
2429,94205460,3063005,0,S,23300,1000
2430,94205940,3063848,0,B,22500,5000
2431,94206910,3066098,0,B,21900,2400
2432,94207380,3067259,0,S,22500,10000
2433,94207870,3068325,0,B,22000,34500
2434,94209780,3071972,0,B,22500,1000
2435,94210000,3072544,0,B,22400,1600
2436,94210010,3072560,0,S,22700,5000
2437,94211990,3076509,0,B,22400,5000
2438,94212570,3077793,0,B,22500,5100
2439,94213550,3080363,0,B,22500,200
2440,94214760,3082610,0,S,22500,51300
2441,94214910,3082892,0,B,22400,4200
2442,94215120,3083336,0,B,22500,1200
2443,94215430,3083960,0,B,20300,2000
2444,94215640,3084392,0,S,22600,1000
2445,94216820,3087090,0,S,24800,9400
2446,94220950,3095332,0,B,22500,4300
2447,94221950,3097447,0,S,22500,5900
2448,94222060,3097697,0,S,24800,3700
2449,94222100,3097808,0,B,22400,200
2450,94225020,3103944,0,B,21200,1000
2451,94225550,3105203,0,B,22400,200
2452,94226130,3106221,0,B,22500,1000
2453,94226700,3107313,0,B,22200,2700
2454,94226830,3107539,0,B,22500,10000
2455,94227730,3109235,0,B,22400,10000
2456,94228380,3110659,0,S,22900,1000
2457,94229160,3112183,0,B,22300,400
2458,94233920,3121585,0,S,22500,17200
2459,94234800,3123461,0,S,22800,2200
2460,94235510,3124830,0,S,24800,100
2461,94235570,3124937,0,S,22400,20000
2462,94236930,3127646,0,B,22500,5000
2463,94237120,3128097,0,S,22800,55700
2464,94237270,3128493,0,B,22500,1100
2465,94238710,3131311,0,B,22400,4000
2466,94240050,3133991,0,B,22400,2600
2467,94240230,3134390,0,S,22700,4800
2468,94243910,3141587,0,B,22300,2200
2469,94244410,3142467,0,B,22100,1000
2470,94244600,3142813,0,B,22300,10000
2471,94246680,3146980,0,S,22500,3000
2472,94247130,3147827,0,S,22500,5000
2473,94248110,3149620,0,B,22500,1100
2474,94250030,3153936,0,B,22400,300
2475,94250610,3154948,0,S,22400,1000
2476,94250990,3155552,0,S,22400,1900
2477,94251490,3156536,0,S,22600,30000
2478,94251820,3157332,0,B,22500,900
2479,94252330,3158620,0,B,22400,8000
2480,94252810,3159489,0,S,23500,1300
2481,94254880,3163602,0,S,24400,7300
2482,94255350,3164843,0,B,21900,300
2483,94255690,3165576,0,B,22400,4900
2484,94256570,3167116,0,B,22300,700
2485,94256630,3167219,0,S,22500,500
2486,94256770,3167653,0,B,22200,4000
2487,94257030,3168142,0,B,22300,100
2488,94257770,3169848,0,B,22300,2300
2489,94258730,3172210,0,B,22400,15500
2490,94259160,3172983,0,B,22500,1000
2491,94300090,3174618,0,S,22500,200
2492,94300540,3175647,0,S,22600,50000
2493,94300590,3175761,0,B,22400,2200
2494,94300640,3175877,0,B,22300,11200
2495,94300730,3176054,0,B,22200,1000
2496,94300800,3176222,0,S,22400,800
2497,94300830,3176325,0,B,22400,7100
2498,94301250,3177251,0,B,22400,3200
2499,94301530,3177856,0,S,22700,4500
2500,94302730,3180382,0,B,22400,15800
2501,94303780,3182606,0,B,22400,10000
2502,94305540,3186641,0,S,22400,1500
2503,94305640,3186814,0,S,23500,10000
2504,94307630,3191010,0,S,22400,900
2505,94307700,3191125,0,S,22800,2000
2506,94310240,3195875,0,B,22400,2200
2507,94310320,3196062,0,B,22500,1100
2508,94311060,3197577,0,S,24800,500
2509,94311340,3198091,0,B,22400,2000
2510,94312260,3199806,0,B,22500,3000
2511,94312560,3200365,0,S,22900,10000
2512,94313440,3202214,0,B,22400,6800
2513,94314360,3203927,0,B,22400,18000
2514,94314810,3204764,0,B,20400,5000
2515,94316100,3207322,0,S,22400,400
2516,94317190,3209635,0,S,22500,200
2517,94318020,3211137,0,S,24600,13800
2518,94318890,3212796,0,B,22300,2000
2519,94319620,3214364,0,B,22000,1000
2520,94321270,3217202,0,B,22500,1000
2521,94322630,3220129,0,B,22000,7100
2522,94322900,3220663,0,B,22400,5600
2523,94323050,3221121,0,B,22300,6800
2524,94323950,3222863,0,B,22000,1500
2525,94324260,3223531,0,S,23700,10000
2526,94325000,3225155,0,S,23000,12000
2527,94328730,3232758,0,S,22500,2400
2528,94329170,3233566,0,S,22600,10000
2529,94329350,3233861,0,B,22400,10000
2530,94330020,3235175,0,B,22200,800
2531,94330080,3235283,0,B,22400,1600
2532,94330400,3235890,0,S,22500,25000
2533,94331180,3237629,0,B,22500,5000
2534,94331410,3238218,0,B,22200,50000
2535,94331720,3238832,0,S,22800,20000
2536,94331950,3239241,0,S,24800,2000
2537,94332290,3239953,0,B,22500,1000
2538,94333870,3242779,0,B,22400,14400
2539,94337230,3250035,0,B,21900,10000
2540,94337650,3250978,0,B,21600,1000
2541,94339120,3253532,0,S,22700,1100
2542,94339300,3253830,0,S,22700,500
2543,94341390,3257983,0,B,22500,6000
2544,94341500,3258173,0,B,22500,10600
2545,94341570,3258323,0,B,22400,30000
2546,94343210,3261641,0,B,22500,1200
2547,94345480,3265885,0,B,22300,13000
2548,94347760,3270932,0,B,22500,27000
2549,94348360,3272191,0,B,22400,500
2550,94348610,3272656,0,B,22800,100
2551,94351190,3277960,0,S,22800,3000
2552,94353230,3282718,0,B,22400,2000
2553,94353520,3283227,0,S,23000,2500
2554,94354410,3284933,0,B,22500,1200
2555,94356590,3289273,0,B,22400,800
2556,94357010,3290095,0,B,22400,10000
2557,94357440,3290813,0,S,22500,700
2558,94358830,3294318,0,B,22200,20000
2559,94359700,3296012,0,S,22600,3000
2560,94359920,3296433,0,B,22500,3900
2561,94400570,3297814,0,S,23500,1000
2562,94402570,3302429,0,B,22100,1000
2563,94403480,3304279,0,B,22400,100
2564,94403520,3304380,0,B,22400,800
2565,94404940,3308081,0,B,22300,4500
2566,94405530,3309259,0,B,22500,1100
2567,94405980,3310185,0,B,22200,5000
2568,94407370,3313071,0,S,22700,5100
2569,94407730,3313875,0,B,22400,3000
2570,94409040,3316452,0,B,22000,800
2571,94414600,3327566,0,B,22500,2400
2572,94414700,3327732,0,B,22000,100
2573,94415740,3329858,0,B,22200,4500
2574,94416060,3330601,0,B,22500,1200
2575,94416470,3331504,0,S,22700,20000
2576,94416650,3331831,0,S,22500,3800
2577,94416910,3332324,0,B,22400,1000
2578,94418540,3335304,0,S,23000,5000
2579,94418570,3335356,0,S,22700,800
2580,94419320,3337062,0,B,22500,4800
2581,94419940,3338147,0,S,23000,2000
2582,94421160,3340120,0,B,22500,200
2583,94422560,3343060,0,S,22500,300
2584,94425410,3348755,0,S,22400,2800
2585,94426230,3350172,0,B,22200,9000
2586,94426730,3351403,0,B,22400,10000
2587,94427480,3352851,0,B,22500,1000
2588,94427790,3353703,0,S,23000,10000
2589,94428660,3355563,0,S,22800,32600
2590,94428960,3356111,0,B,22100,4500
2591,94429070,3356331,0,S,22400,900
2592,94431350,3360464,0,B,22400,2000
2593,94432620,3362863,0,B,22100,5000
2594,94432670,3362945,0,B,22500,30000
2595,94434190,3365875,0,B,22100,1000
2596,94434600,3366832,0,B,22500,2000
2597,94436390,3370129,0,S,22500,2600
2598,94437010,3371800,0,S,22600,32900
2599,94437030,3371842,0,B,22000,4500
2600,94438230,3374135,0,B,22500,1200
2601,94438900,3375263,0,S,23400,500
2602,94441550,3380435,0,B,22500,900
2603,94442440,3382058,0,B,22400,100000
2604,94443840,3385161,0,B,22500,2700
2605,94444170,3385749,0,B,22400,5000
2606,94445180,3387432,0,B,21700,1000
2607,94447940,3392811,0,B,22300,300
2608,94447990,3392902,0,B,22200,200
2609,94448070,3393014,0,B,22500,82900
2610,94448640,3394172,0,B,22500,100
2611,94448650,3394179,0,B,22500,100
2612,94448660,3394206,0,B,22500,100
2613,94448680,3394265,0,B,22500,200
2614,94449340,3395708,0,B,22500,1000
2615,94449880,3396690,0,B,22000,200
2616,94450180,3397143,0,S,22500,4500
2617,94450270,3397323,0,S,22500,180600
2618,94451080,3398628,0,B,22200,3600
2619,94452170,3400654,0,S,22900,100
2620,94454630,3405325,1,S,0,1100
2621,94455430,3407969,0,B,22000,5000
2622,94456590,3410762,0,S,22500,20000
2623,94456620,3410810,0,B,22500,100
2624,94456890,3411430,0,B,21900,4500
2625,94457660,3413217,0,B,22400,800
2626,94458800,3418291,0,B,22500,1000
2627,94459320,3419762,0,S,22800,2000
2628,94459840,3421149,0,S,24200,6000
2629,94500230,3422322,0,B,22500,1000
2630,94500500,3423284,0,B,22500,100
2631,94501010,3425653,0,B,21800,4500
2632,94501400,3427803,0,S,22700,1000
2633,94502330,3430683,0,B,22500,5000
2634,94503330,3433041,0,B,21800,1000
2635,94503600,3433662,0,B,22400,10000
2636,94504250,3436466,0,B,22500,10000
2637,94505010,3438921,0,S,22500,51500
2638,94506890,3443918,0,B,22400,1900
2639,94507370,3445827,1,S,0,1100
2640,94508470,3448682,0,S,24800,30000
2641,94508800,3449346,0,S,22500,9100
2642,94509950,3452154,0,S,24800,100
2643,94512350,3458156,0,B,22500,1000
2644,94513080,3460464,0,S,22800,30000
2645,94513450,3461674,0,B,21700,4500
2646,94514820,3464548,0,B,22400,17000
2647,94515270,3465608,0,S,24500,5000
2648,94515560,3466268,0,S,23200,17300
2649,94515750,3466793,0,B,22400,500
2650,94516720,3469588,0,B,20500,2000
2651,94518030,3472634,0,B,22400,100
2652,94518090,3472763,0,S,22500,40000
2653,94519970,3477439,0,S,22500,10000
2654,94520610,3478902,0,S,24800,1000
2655,94521280,3480459,0,S,22400,1000
2656,94523100,3484967,0,S,22600,1000
2657,94523400,3485700,0,B,22500,1100
2658,94523410,3485733,0,B,22000,1100
2659,94523980,3486872,0,S,22500,25100
2660,94524360,3487962,0,S,24700,24700
2661,94525830,3492034,0,B,22500,2400
2662,94527120,3494866,0,S,22500,10000
2663,94528680,3499219,0,B,22400,22900
2664,94529740,3501763,0,S,23500,3000
2665,94531340,3506097,0,S,22500,19400
2666,94531650,3506976,0,S,22500,88100
2667,94533040,3509996,0,S,22900,1200
2668,94533060,3510065,0,S,22700,6000
2669,94533420,3510762,0,S,22700,10000
2670,94533670,3511459,0,B,22400,200
2671,94533700,3511521,0,B,22400,1500
2672,94534410,3513709,0,B,22500,1100
2673,94534980,3515113,0,B,22400,5600
2674,94540200,3527723,0,B,22100,2600
2675,94541380,3530421,0,B,22300,10000
2676,94542650,3533097,0,B,22300,5200
2677,94542860,3533662,0,B,22000,600
2678,94543590,3535982,0,S,22400,17100
2679,94544180,3537304,0,S,23500,20800
2680,94545280,3539357,0,B,22500,1000
2681,94545420,3539723,0,S,22500,36000
2682,94546090,3541424,0,S,24800,5100
2683,94546890,3543802,0,B,22400,300
2684,94547410,3544997,0,S,23000,1000
2685,94548620,3547704,0,B,21600,4500
2686,94549020,3548829,0,S,24800,44000
2687,94549020,3548834,0,S,24800,1700
2688,94549200,3549486,0,S,22800,100
2689,94550450,3552572,0,B,22400,100
2690,94552980,3558562,0,B,22400,100
2691,94553320,3559295,0,S,22600,20000
2692,94556370,3566289,0,B,22500,1000
2693,94556420,3566389,0,S,22900,89900
2694,94556620,3566824,0,B,22400,1000
2695,94556850,3567298,0,S,22400,6000
2696,94557640,3568950,0,S,22500,5000
2697,94558640,3571552,0,B,22400,2400
2698,94559060,3572410,0,S,22500,10000
2699,94559640,3573675,0,B,22200,5000
2700,94601620,3578728,0,B,22000,1900
2701,94604860,3586613,0,B,21000,5000
2702,94604970,3586865,0,B,22300,2200
2703,94604970,3586866,0,S,22700,10000
2704,94605360,3587676,0,B,22400,4000
2705,94606020,3589051,0,B,22400,2000
2706,94606400,3589876,0,S,22500,9900
2707,94607080,3591666,0,S,22500,10000
2708,94607530,3592828,0,B,22500,1000
2709,94608990,3595705,0,B,22000,500
2710,94611800,3602098,0,S,23100,2500
2711,94612470,3603755,0,B,22400,29600
2712,94612700,3604244,0,B,22400,800
2713,94613630,3606647,0,S,22900,18000
2714,94615740,3610875,0,S,22400,3600
2715,94615870,3611176,0,B,20300,100
2716,94615990,3611510,0,B,22400,8000
2717,94616190,3611980,0,S,24300,100
2718,94618170,3616295,0,B,22500,1200
2719,94619090,3618448,0,B,22000,2000
2720,94619360,3619092,0,B,22000,10000
2721,94620020,3620475,0,S,22500,22800
2722,94621420,3623144,0,B,22000,5000
2723,94621420,3623145,0,S,23100,44900
2724,94622940,3626814,0,S,22500,100
2725,94625240,3631931,0,B,22200,1000
2726,94625360,3632305,0,S,22500,800
2727,94628570,3639268,0,S,23000,10000
2728,94629090,3640406,0,B,22500,1100
2729,94632030,3646689,0,B,22400,100
2730,94632130,3646853,0,S,23300,500
2731,94634190,3651554,0,S,24700,2000
2732,94635020,3653442,0,S,22500,500
2733,94636870,3657784,0,S,22500,6100
2734,94640150,3665993,0,B,22500,1000
2735,94644210,3675696,0,B,22000,20000
2736,94645300,3677942,0,B,22500,100000
2737,94645780,3679242,0,B,22300,8000
2738,94645880,3679491,0,B,22500,1500
2739,94645960,3679722,0,B,22500,6900
2740,94645980,3679772,0,B,22500,3500
2741,94646310,3680712,0,B,22500,1900
2742,94646610,3681548,0,B,22500,5400
2743,94648390,3685433,0,B,22500,2000
2744,94648440,3685543,0,B,22400,14800
2745,94649080,3687201,0,S,23300,45000
2746,94649280,3687894,0,B,21900,1400
2747,94651440,3692417,0,B,22500,1000
2748,94652320,3694648,0,S,22700,10000
2749,94652500,3695102,0,S,23000,3800
2750,94653640,3697608,0,B,22200,3200
2751,94654150,3698583,0,B,22400,14500
2752,94655720,3702604,0,S,23200,500
2753,94656260,3703876,0,S,24000,2000
2754,94657160,3705515,0,B,22000,500
2755,94657780,3706854,0,B,21800,100
2756,94700010,3711401,0,B,22400,10000
2757,94700090,3711574,0,S,22400,3600
2758,94700520,3712374,0,S,22900,10000
2759,94702250,3716863,0,B,22500,1100
2760,94703430,3719037,0,B,22500,100
2761,94704140,3720728,0,S,22600,5000
2762,94706530,3725823,0,S,22500,2200
2763,94706790,3726609,0,S,22600,50000
2764,94708540,3730496,0,B,22400,45800
2765,94708550,3730507,0,B,22300,50000
2766,94708660,3730704,0,S,24800,6500
2767,94709930,3733290,0,B,21200,100
2768,94710650,3734983,0,B,21500,4500
2769,94710710,3735102,0,B,22400,5000
2770,94711100,3735807,0,B,22400,700
2771,94712700,3738871,0,B,22400,100
2772,94713030,3739665,0,B,22800,200
2773,94713250,3740248,0,B,22500,1200
2774,94714610,3742901,0,B,21900,100
2775,94714810,3743216,0,B,22500,3000
2776,94715980,3745423,0,S,22400,100
2777,94719940,3752958,0,B,22400,4200
2778,94720000,3753049,0,B,22400,400
2779,94720480,3753836,0,B,21200,100
2780,94720780,3754334,0,S,23100,5000
2781,94720960,3754681,0,B,22500,100
2782,94722170,3757775,0,S,23100,7800
2783,94722530,3758586,0,S,22100,1100
2784,94723180,3759804,0,S,23200,1000
2785,94723920,3761084,0,B,22300,1000
2786,94724700,3762581,0,B,22500,1000
2787,94724870,3762941,0,B,22500,10000
2788,94727640,3768131,0,S,22800,1000
2789,94727690,3768219,0,S,22700,100
2790,94728630,3770182,0,S,22600,100
2791,94729880,3772324,0,S,22500,1400
2792,94731780,3775990,0,S,24800,2000
2793,94732810,3777728,0,B,22000,50000
2794,94735070,3782198,0,B,22500,1200
2795,94735380,3782689,0,S,23600,2000
2796,94735540,3783043,0,B,22000,1000
2797,94735780,3783441,0,S,24100,11000
2798,94735840,3783516,0,S,22700,10000
2799,94737810,3787654,0,S,23000,3000
2800,94738840,3789376,0,S,22800,7700
2801,94739210,3789996,0,S,23000,34100
2802,94739670,3790752,0,B,22400,2500
2803,94740170,3791755,0,B,22400,1000
2804,94740190,3791812,0,B,22100,100
2805,94740380,3792280,0,S,22500,3700
2806,94741020,3793328,0,B,22100,500
2807,94741650,3794379,0,B,22400,20500
2808,94744340,3799732,0,S,23500,10000
2809,94745240,3801486,0,S,22400,900
2810,94746200,3803483,0,S,24800,500
2811,94746400,3803894,0,B,22500,1000
2812,94747070,3805007,0,S,22500,100
2813,94748120,3806638,0,B,22400,10800
2814,94748330,3807102,0,S,22600,2000
2815,94748460,3807406,0,S,22500,200
2816,94749230,3809070,0,S,24000,10000
2817,94749370,3809428,0,B,22200,2000
2818,94751260,3812942,0,B,22500,4800
2819,94751290,3812991,0,B,22500,8000
2820,94751510,3813357,0,B,22400,10000
2821,94751560,3813431,0,B,22500,5200
2822,94753930,3818202,0,B,22400,10500
2823,94753940,3818213,0,B,22500,3900
2824,94754180,3818603,0,B,22500,3600
2825,94754680,3819471,0,B,22400,1500
2826,94754700,3819550,0,B,22500,3900
2827,94755200,3820654,0,S,22600,8600
2828,94755740,3821837,0,S,22600,10000
2829,94756620,3823359,0,B,22500,1700
2830,94756920,3823844,0,B,22500,1800
2831,94756940,3823875,0,B,22500,4600
2832,94757240,3824347,0,B,22500,1200
2833,94758810,3827655,0,S,22700,30000
2834,94800600,3830682,0,B,22400,2200
2835,94801820,3833708,0,S,22500,500
2836,94802510,3834808,0,S,22700,91000
2837,94802570,3834964,0,B,22500,1900
2838,94802570,3834971,0,B,22500,8000
2839,94806910,3843494,0,S,22400,24000
2840,94806920,3843501,0,B,22500,3000
2841,94807100,3843940,0,S,22500,30000
2842,94807180,3844214,0,B,22500,4700
2843,94807320,3844830,0,B,22500,1700
2844,94808600,3847387,0,B,22500,1100
2845,94809150,3848319,0,B,22000,2000
2846,94810530,3851253,0,B,22500,45600
2847,94811830,3853637,0,B,22400,10000
2848,94812100,3854072,0,S,22800,68200
2849,94812170,3854180,0,B,22500,6900
2850,94812250,3854345,0,S,22900,500
2851,94815290,3860158,0,B,22300,10000
2852,94816590,3862858,0,B,21400,11000
2853,94817770,3865105,0,B,22500,7500
2854,94817790,3865123,0,B,22500,6000
2855,94817850,3865260,0,B,22500,1200
2856,94818100,3865656,0,S,22600,25600
2857,94818680,3866691,0,B,22500,12800
2858,94819110,3867671,0,B,22500,1000
2859,94821600,3871918,0,B,22500,8000
2860,94826050,3879925,0,B,22300,1300
2861,94828010,3883144,0,S,22700,11400
2862,94828660,3884486,0,S,22800,2000
2863,94830200,3886829,0,S,23400,50000
2864,94830430,3887198,0,B,22500,1200
2865,94833110,3891850,0,S,22700,4000
2866,94835890,3897098,0,B,22500,8000
2867,94840190,3904541,0,S,22800,2000
2868,94841550,3906723,0,B,22500,1000
2869,94841710,3906939,0,S,22500,600
2870,94842040,3907369,0,B,22500,900
2871,94842620,3908227,0,B,22300,1000
2872,94842740,3908444,0,B,22400,1000
2873,94844390,3911327,0,B,22400,1300
2874,94847010,3916027,0,S,22500,500
2875,94847190,3916329,0,B,22500,200
2876,94847290,3916478,0,S,22600,500
2877,94848740,3918905,0,B,22300,500
2878,94849200,3919834,0,B,22600,1200
2879,94850580,3922276,0,B,22500,500
2880,94850690,3922458,0,B,22500,8000
2881,94851410,3923752,0,S,23100,2100
2882,94852240,3925445,0,B,22500,8900
2883,94852610,3926232,0,B,22500,1100
2884,94853610,3927836,0,B,22400,10000
